movie_id,title,release_year,runtime,genre
1388,The Usual Suspects,1995,106,crime
2811,The Usual Suspects,1995,106,mystery
4045,The Usual Suspects,1995,106,thriller
3671,Species,1995,108,scifi
3242,The Quick and the Dead,1995,108,romance
1006,Whisper of the Heart,1995,111,animation
967,Memories,1995,113,animation
4146,Crimson Tide,1995,116,war
173,Bad Boys,1995,119,action
1432,Bad Boys,1995,119,crime
1358,Se7en,1995,127,crime
2783,Se7en,1995,127,mystery
3992,Se7en,1995,127,thriller
2907,12 Monkeys,1995,129,mystery
3503,12 Monkeys,1995,129,scifi
88,GoldenEye,1995,130,action
462,GoldenEye,1995,130,adventure
4028,GoldenEye,1995,130,thriller
3273,Sense and Sensibility,1995,136,romance
2396,Apollo 13,1995,140,history
1508,Strange Days,1995,145,crime
3491,Strange Days,1995,145,scifi
59,Heat,1995,170,action
1361,Heat,1995,170,crime
3708,Waterworld,1995,177,scifi
1096,Braveheart,1995,178,biography
2359,Braveheart,1995,178,history
4097,Braveheart,1995,178,war
1427,Casino,1995,178,crime
965,James and the Giant Peach,1996,79,animation
878,Space Jam,1996,88,animation
1879,Space Jam,1996,88,family
2332,Space Jam,1996,88,fantasy
3712,Space Jam,1996,88,scifi
3786,Space Jam,1996,88,sports
875,The Hunchback of Notre Dame,1996,91,animation
1896,The Hunchback of Notre Dame,1996,91,family
3730,Happy Gilmore,1996,92,sports
3714,The Nutty Professor,1996,95,scifi
54,Barb Wire,1996,98,action
3340,Barb Wire,1996,98,scifi
1439,Fargo,1996,98,crime
2253,The Craft,1996,101,fantasy
2711,The Craft,1996,101,horror
1701,Matilda,1996,102,family
2045,Matilda,1996,102,fantasy
1997,101 Dalmatians,1996,103,family
3920,D3: The Mighty Ducks,1996,104,sports
3444,Mars Attacks!,1996,106,scifi
93,From Dusk Till Dawn,1996,108,action
1383,From Dusk Till Dawn,1996,108,crime
2550,From Dusk Till Dawn,1996,108,horror
172,Mission: Impossible,1996,110,action
536,Mission: Impossible,1996,110,adventure
2536,Scream,1996,111,horror
2790,Scream,1996,111,mystery
3759,Kingpin,1996,114,sports
3041,Romeo + Juliet,1996,120,romance
1437,Primal Fear,1996,129,crime
2853,Primal Fear,1996,129,mystery
1234,The People vs. Larry Flynt,1996,130,biography
3901,Tin Cup,1996,135,sports
154,The Rock,1996,136,action
519,The Rock,1996,136,adventure
3111,Jerry Maguire,1996,139,romance
3738,Jerry Maguire,1996,139,sports
51,Independence Day,1996,145,action
427,Independence Day,1996,145,adventure
3339,Independence Day,1996,145,scifi
1450,Sleepers,1996,147,crime
1520,A Time to Kill,1996,149,crime
3213,The English Patient,1996,162,romance
4140,The English Patient,1996,162,war
820,Perfect Blue,1997,81,animation
1663,Perfect Blue,1997,81,crime
2258,Liar Liar,1997,86,fantasy
1018,Neon Genesis Evangelion: The End of Evangelion,1997,87,animation
625,Austin Powers: International Man of Mystery,1997,89,adventure
3891,Bacheha-Ye aseman,1997,89,sports
1938,The Borrowers,1997,89,family
268,George of the Jungle,1997,92,action
613,George of the Jungle,1997,92,adventure
1756,George of the Jungle,1997,92,family
3139,George of the Jungle,1997,92,romance
591,Hercules,1997,93,adventure
791,Hercules,1997,93,animation
1743,Hercules,1997,93,family
2112,Hercules,1997,93,fantasy
3113,Hercules,1997,93,romance
844,Anastasia,1997,94,animation
1847,Anastasia,1997,94,family
2280,Anastasia,1997,94,fantasy
3284,Anastasia,1997,94,romance
2601,Event Horizon,1997,96,horror
3459,Event Horizon,1997,96,scifi
2697,Spawn,1997,96,horror
3917,Air Bud,1997,98,sports
209,Men in Black,1997,98,action
564,Men in Black,1997,98,adventure
3441,Men in Black,1997,98,scifi
2572,I Know What You Did Last Summer,1997,101,horror
2849,I Know What You Did Last Summer,1997,101,mystery
1578,A Life Less Ordinary,1997,103,crime
2227,A Life Less Ordinary,1997,103,fantasy
3600,Gattaca,1997,106,scifi
3701,Alien: Resurrection,1997,109,scifi
194,Con Air,1997,115,action
1451,Con Air,1997,115,crime
3054,Life Is Beautiful,1997,116,romance
4098,Life Is Beautiful,1997,116,war
244,Tomorrow Never Dies,1997,119,action
599,Tomorrow Never Dies,1997,119,adventure
2608,Scream 2,1997,120,horror
2880,Scream 2,1997,120,mystery
393,Batman & Robin,1997,125,action
3546,Batman & Robin,1997,125,scifi
2999,Good Will Hunting,1997,126,romance
124,The Fifth Element,1997,126,action
489,The Fifth Element,1997,126,adventure
3383,The Fifth Element,1997,126,scifi
1210,Donnie Brasco,1997,127,biography
240,Starship Troopers,1997,129,action
593,Starship Troopers,1997,129,adventure
3460,Starship Troopers,1997,129,scifi
2875,The Game,1997,129,mystery
3628,The Lost World: Jurassic Park,1997,129,scifi
814,Princess Mononoke,1997,134,animation
2230,Princess Mononoke,1997,134,fantasy
1322,Seven Years in Tibet,1997,136,biography
2459,Seven Years in Tibet,1997,136,history
4198,Seven Years in Tibet,1997,136,war
3043,Lolita,1997,137,romance
379,Face/Off,1997,138,action
1542,Face/Off,1997,138,crime
3540,Face/Off,1997,138,scifi
1506,L.A. Confidential,1997,138,crime
2901,L.A. Confidential,1997,138,mystery
3067,As Good as It Gets,1997,139,romance
2884,The Devil's Advocate,1997,144,mystery
2941,Contact,1997,150,mystery
3567,Contact,1997,150,scifi
1555,Jackie Brown,1997,154,crime
1240,Amistad,1997,155,biography
2443,Amistad,1997,155,history
2987,Titanic,1997,194,romance
977,Antz,1998,83,animation
708,Mulan,1998,87,adventure
821,Mulan,1998,87,animation
1789,Mulan,1998,87,family
2186,Mulan,1998,87,fantasy
4134,Mulan,1998,87,war
3754,The Waterboy,1998,90,sports
742,A Bug's Life,1998,95,adventure
798,A Bug's Life,1998,95,animation
1798,A Bug's Life,1998,95,family
2206,A Bug's Life,1998,95,fantasy
3157,The Wedding Singer,1998,97,romance
1638,Rush Hour,1998,98,crime
828,The Prince of Egypt,1998,99,animation
1803,The Prince of Egypt,1998,99,family
2217,The Prince of Egypt,1998,99,fantasy
3195,Can't Hardly Wait,1998,100,romance
2256,Dark City,1998,100,fantasy
2980,Dark City,1998,100,mystery
3607,Dark City,1998,100,scifi
3841,BASEketball,1998,103,sports
3039,Practical Magic,1998,104,romance
2650,The Faculty,1998,104,horror
2920,The Faculty,1998,104,mystery
3524,The Faculty,1998,104,scifi
256,"Lock, Stock and Two Smoking Barrels",1998,107,action
1481,"Lock, Stock and Two Smoking Barrels",1998,107,crime
1459,Wild Things,1998,108,crime
2871,Wild Things,1998,108,mystery
1970,Small Soldiers,1998,110,family
3311,Great Expectations,1998,111,romance
1212,Patch Adams,1998,115,biography
1396,The Big Lebowski,1998,117,crime
1401,American History X,1998,119,crime
3171,There's Something About Mary,1998,119,romance
3303,You've Got Mail,1998,119,romance
2674,Blade,1998,120,horror
3556,Blade,1998,120,scifi
348,Deep Impact,1998,120,action
3522,Deep Impact,1998,120,scifi
3289,Ever After: A Cinderella Story,1998,121,romance
2412,Shakespeare in Love,1998,123,history
1251,Elizabeth,1998,124,biography
2451,Elizabeth,1998,124,history
1667,Fallen,1998,124,crime
2297,Fallen,1998,124,fantasy
662,The Parent Trap,1998,128,adventure
1774,The Parent Trap,1998,128,family
3005,The Parent Trap,1998,128,romance
3890,He Got Game,1998,136,sports
737,The Mask of Zorro,1998,136,adventure
3265,The Mask of Zorro,1998,136,romance
225,Armageddon,1998,151,action
582,Armageddon,1998,151,adventure
3449,Armageddon,1998,151,scifi
4092,Saving Private Ryan,1998,169,war
2383,The Thin Red Line,1998,170,history
4127,The Thin Red Line,1998,170,war
2131,Meet Joe Black,1998,178,fantasy
3069,Meet Joe Black,1998,178,romance
818,"South Park: Bigger, Longer & Uncut",1999,81,animation
1952,Stuart Little,1999,84,family
3248,But I'm a Cheerleader,1999,85,romance
883,The Iron Giant,1999,86,animation
1939,The Iron Giant,1999,86,family
847,Tarzan,1999,88,animation
1859,Tarzan,1999,88,family
856,Toy Story 2,1999,92,animation
1843,Toy Story 2,1999,92,family
2274,Toy Story 2,1999,92,fantasy
1608,Austin Powers: The Spy Who Shagged Me,1999,95,crime
3184,She's All That,1999,95,romance
3049,10 Things I Hate About You,1999,97,romance
3106,Cruel Intentions,1999,97,romance
3226,The Virgin Suicides,1999,97,romance
3587,Galaxy Quest,1999,102,scifi
2453,The 13th Warrior,1999,102,history
360,Deep Blue Sea,1999,105,action
684,Deep Blue Sea,1999,105,adventure
3530,Deep Blue Sea,1999,105,scifi
2141,Sleepy Hollow,1999,105,fantasy
2623,Sleepy Hollow,1999,105,horror
2895,Sleepy Hollow,1999,105,mystery
3215,Varsity Blues,1999,106,romance
3790,Varsity Blues,1999,106,sports
3117,Never Been Kissed,1999,107,romance
2804,The Sixth Sense,1999,107,mystery
4033,The Sixth Sense,1999,107,thriller
1526,Life,1999,108,crime
1239,October Sky,1999,108,biography
1989,October Sky,1999,108,family
1963,Asterix and Obelix vs. Caesar,1999,109,family
3229,Blast from the Past,1999,112,romance
3537,Blast from the Past,1999,112,scifi
2326,Being John Malkovich,1999,113,fantasy
4223,Three Kings,1999,114,war
1261,Boys Don't Cry,1999,118,biography
3132,Notting Hill,1999,124,romance
61,The Mummy,1999,124,action
436,The Mummy,1999,124,adventure
2035,The Mummy,1999,124,fantasy
1140,"Girl, Interrupted",1999,127,biography
727,The World Is Not Enough,1999,128,adventure
2275,Dogma,1999,130,fantasy
164,Star Wars: Episode I - The Phantom Menace,1999,136,action
529,Star Wars: Episode I - The Phantom Menace,1999,136,adventure
2084,Star Wars: Episode I - The Phantom Menace,1999,136,fantasy
3410,Star Wars: Episode I - The Phantom Menace,1999,136,scifi
48,The Matrix,1999,136,action
3336,The Matrix,1999,136,scifi
1556,The Talented Mr. Ripley,1999,139,crime
3898,The Hurricane,1999,146,sports
1284,The Insider,1999,157,biography
2812,Eyes Wide Shut,1999,159,mystery
4049,Eyes Wide Shut,1999,159,thriller
3801,Any Given Sunday,1999,162,sports
1367,The Green Mile,1999,189,crime
2039,The Green Mile,1999,189,fantasy
2793,The Green Mile,1999,189,mystery
846,The Emperor's New Groove,2000,78,animation
1845,The Emperor's New Groove,2000,78,family
2276,The Emperor's New Groove,2000,78,fantasy
920,Dinosaur,2000,82,animation
2005,Dinosaur,2000,82,family
895,Chicken Run,2000,84,animation
1932,Chicken Run,2000,84,family
900,The Road to El Dorado,2000,89,animation
1950,The Road to El Dorado,2000,89,family
1980,The Flintstones in Viva Rock Vegas,2000,90,family
2255,Bedazzled,2000,93,fantasy
1017,Titan A.E.,2000,94,animation
3180,Bring It On,2000,98,romance
3763,Bring It On,2000,98,sports
2733,Final Destination,2000,98,horror
3212,In the Mood for Love,2000,98,romance
3181,Coyote Ugly,2000,100,romance
1336,American Psycho,2000,102,crime
2525,American Psycho,2000,102,horror
1398,Snatch,2000,102,crime
1058,Vampire Hunter D: Bloodlust,2000,103,animation
1899,How the Grinch Stole Christmas,2000,104,family
242,X-Men,2000,104,action
595,X-Men,2000,104,adventure
3461,X-Men,2000,104,scifi
2889,Unbreakable,2000,106,mystery
3476,Unbreakable,2000,106,scifi
636,"O Brother, Where Art Thou?",2000,107,adventure
1497,"O Brother, Where Art Thou?",2000,107,crime
1666,The Cell,2000,107,crime
3675,The Cell,2000,107,scifi
3065,Malena,2000,108,romance
4109,Malena,2000,108,war
2678,Pitch Black,2000,109,horror
3563,Pitch Black,2000,109,scifi
2808,Memento,2000,113,mystery
4038,Memento,2000,113,thriller
1128,Remember the Titans,2000,113,biography
3745,Remember the Titans,2000,113,sports
2641,Scream 3,2000,116,horror
2909,Scream 3,2000,116,mystery
1676,Gone in 60 Seconds,2000,118,crime
3778,The Replacements,2000,118,sports
716,The Beach,2000,119,adventure
3173,The Beach,2000,119,romance
334,"Crouching Tiger, Hidden Dragon",2000,120,action
668,"Crouching Tiger, Hidden Dragon",2000,120,adventure
3087,"Crouching Tiger, Hidden Dragon",2000,120,romance
494,Almost Famous,2000,122,adventure
721,Mission: Impossible II,2000,123,adventure
3862,Love & Basketball,2000,124,sports
2310,What Women Want,2000,127,fantasy
3196,What Women Want,2000,127,romance
1292,Men of Honor,2000,129,biography
1098,Erin Brockovich,2000,131,biography
643,Cast Away,2000,143,adventure
3061,Cast Away,2000,143,romance
1535,Traffic,2000,147,crime
35,Gladiator,2000,155,action
420,Gladiator,2000,155,adventure
2392,The Patriot,2000,165,history
4139,The Patriot,2000,165,war
2656,Scary Movie 2,2001,83,horror
1819,Spy Kids,2001,88,family
3595,Spy Kids,2001,88,scifi
3867,Out Cold,2001,89,sports
2635,Jeepers Creepers,2001,90,horror
2904,Jeepers Creepers,2001,90,mystery
496,Shrek,2001,90,adventure
778,Shrek,2001,90,animation
1714,Shrek,2001,90,family
2067,Shrek,2001,90,fantasy
3064,Shrek,2001,90,romance
630,"Monsters, Inc.",2001,92,adventure
794,"Monsters, Inc.",2001,92,animation
1766,"Monsters, Inc.",2001,92,family
2142,"Monsters, Inc.",2001,92,fantasy
1053,Monkeybone,2001,93,animation
843,Atlantis: The Lost Empire,2001,95,animation
1828,Atlantis: The Lost Empire,2001,95,family
2261,Atlantis: The Lost Empire,2001,95,fantasy
3616,Atlantis: The Lost Empire,2001,95,scifi
1028,Osmosis Jones,2001,95,animation
3035,Legally Blonde,2001,96,romance
3199,Wet Hot American Summer,2001,97,romance
1020,Waking Life,2001,99,animation
2324,Lara Croft: Tomb Raider,2001,100,fantasy
2705,The Others,2001,104,horror
2962,The Others,2001,104,mystery
4148,Behind Enemy Lines,2001,106,war
3871,Hard Ball,2001,106,sports
53,The Fast and the Furious,2001,106,action
1351,The Fast and the Furious,2001,106,crime
3985,The Fast and the Furious,2001,106,thriller
2824,Donnie Darko,2001,113,mystery
3388,Donnie Darko,2001,113,scifi
4071,Donnie Darko,2001,113,thriller
3888,Siu Lam juk kau,2001,113,sports
1792,The Princess Diaries,2001,115,family
3165,The Princess Diaries,2001,115,romance
3883,Driven,2001,116,sports
1477,Ocean's Eleven,2001,116,crime
3606,Planet of the Apes,2001,119,scifi
3130,Amélie,2001,122,romance
213,Training Day,2001,122,action
1461,Training Day,2001,122,crime
1662,The Mexican,2001,123,crime
1205,Blow,2001,124,biography
1674,Blow,2001,124,crime
1675,The Pledge,2001,124,crime
479,Spirited Away,2001,125,adventure
771,Spirited Away,2001,125,animation
1708,Spirited Away,2001,125,family
2060,Spirited Away,2001,125,fantasy
2815,Spirited Away,2001,125,mystery
3127,Moulin Rouge!,2001,127,romance
3187,Sex and Lucía,2001,128,romance
284,The Mummy Returns,2001,130,action
627,The Mummy Returns,2001,130,adventure
2137,The Mummy Returns,2001,130,fantasy
4162,Enemy at the Gates,2001,131,war
1473,Hannibal,2001,131,crime
248,A Knight's Tale,2001,132,action
602,A Knight's Tale,2001,132,adventure
3080,A Knight's Tale,2001,132,romance
1114,A Beautiful Mind,2001,135,biography
2170,Vanilla Sky,2001,136,fantasy
2922,Vanilla Sky,2001,136,mystery
3188,Vanilla Sky,2001,136,romance
3531,Vanilla Sky,2001,136,scifi
239,Black Hawk Down,2001,144,action
2370,Black Hawk Down,2001,144,history
4112,Black Hawk Down,2001,144,war
3434,A.I. Artificial Intelligence,2001,146,scifi
2840,Mulholland Drive,2001,147,mystery
406,Harry Potter and the Sorcerer's Stone,2001,152,adventure
1688,Harry Potter and the Sorcerer's Stone,2001,152,family
2018,Harry Potter and the Sorcerer's Stone,2001,152,fantasy
1319,Ali,2001,157,biography
3829,Ali,2001,157,sports
27,The Lord of the Rings: The Fellowship of the Ring,2001,178,action
414,The Lord of the Rings: The Fellowship of the Ring,2001,178,adventure
2022,The Lord of the Rings: The Fellowship of the Ring,2001,178,fantasy
281,Pearl Harbor,2001,183,action
2376,Pearl Harbor,2001,183,history
3102,Pearl Harbor,2001,183,romance
4117,Pearl Harbor,2001,183,war
1032,The Cat Returns,2002,75,animation
751,Ice Age,2002,81,adventure
823,Ice Age,2002,81,animation
1801,Ice Age,2002,81,family
831,Spirit: Stallion of the Cimarron,2002,83,animation
824,Lilo & Stitch,2002,85,animation
1816,Lilo & Stitch,2002,85,family
2239,Lilo & Stitch,2002,85,fantasy
3590,Lilo & Stitch,2002,85,scifi
515,Scooby-Doo,2002,86,adventure
1719,Scooby-Doo,2002,86,family
2075,Scooby-Doo,2002,86,fantasy
2834,Scooby-Doo,2002,86,mystery
732,Men in Black II,2002,88,adventure
2936,Men in Black II,2002,88,mystery
3558,Men in Black II,2002,88,scifi
2305,Bubba Ho-Tep,2002,92,fantasy
851,Treasure Planet,2002,95,animation
1851,Treasure Planet,2002,95,family
2288,Treasure Planet,2002,95,fantasy
3657,Treasure Planet,2002,95,scifi
1371,Irreversible,2002,97,crime
2795,Irreversible,2002,97,mystery
4018,Irreversible,2002,97,thriller
3911,Like Mike,2002,99,sports
2686,Resident Evil,2002,100,horror
3574,Resident Evil,2002,100,scifi
2330,Queen of the Damned,2002,101,fantasy
3875,Blue Crush,2002,104,sports
2813,Signs,2002,106,mystery
3373,Signs,2002,106,scifi
4050,Signs,2002,106,thriller
1833,Asterix & Obelix: Mission Cleopatra,2002,107,family
2267,Asterix & Obelix: Mission Cleopatra,2002,107,fantasy
3655,Equilibrium,2002,107,scifi
3126,Secretary,2002,107,romance
3083,Sweet Home Alabama,2002,108,romance
3854,Bend It Like Beckham,2002,112,sports
2576,28 Days Later,2002,113,horror
3417,28 Days Later,2002,113,scifi
1494,Chicago,2002,113,crime
1403,Enough,2002,115,crime
4066,Enough,2002,115,thriller
2706,The Ring,2002,115,horror
2963,The Ring,2002,115,mystery
1514,John Q,2002,116,crime
1406,Road to Perdition,2002,117,crime
4069,Road to Perdition,2002,117,thriller
328,The Bourne Identity,2002,119,action
2911,The Bourne Identity,2002,119,mystery
119,Spider-Man,2002,121,action
485,Spider-Man,2002,121,adventure
3381,Spider-Man,2002,121,scifi
1276,Frida,2002,123,biography
1583,Red Dragon,2002,124,crime
4169,The Sum of All Fears,2002,124,war
3136,Unfaithful,2002,124,romance
1411,City of God,2002,130,crime
731,The Count of Monte Cristo,2002,131,adventure
2419,We Were Soldiers,2002,138,history
4170,We Were Soldiers,2002,138,war
1079,Catch Me If You Can,2002,141,biography
1348,Catch Me If You Can,2002,141,crime
384,Star Wars: Episode II - Attack of the Clones,2002,142,action
709,Star Wars: Episode II - Attack of the Clones,2002,142,adventure
2187,Star Wars: Episode II - Attack of the Clones,2002,142,fantasy
3542,Star Wars: Episode II - Attack of the Clones,2002,142,scifi
186,Minority Report,2002,145,action
1445,Minority Report,2002,145,crime
2860,Minority Report,2002,145,mystery
3424,Minority Report,2002,145,scifi
1106,The Pianist,2002,150,biography
4099,The Pianist,2002,150,war
464,Harry Potter and the Chamber of Secrets,2002,161,adventure
1705,Harry Potter and the Chamber of Secrets,2002,161,family
2052,Harry Potter and the Chamber of Secrets,2002,161,fantasy
2801,Harry Potter and the Chamber of Secrets,2002,161,mystery
1476,Gangs of New York,2002,167,crime
101,The Lord of the Rings: The Two Towers,2002,179,action
475,The Lord of the Rings: The Two Towers,2002,179,adventure
2059,The Lord of the Rings: The Two Towers,2002,179,fantasy
2003,The Cat in the Hat,2003,82,family
2009,Spy Kids 3: Game Over,2003,84,family
2675,Wrong Turn,2003,84,horror
936,Brother Bear,2003,85,animation
1065,Sinbad: Legend of the Seven Seas,2003,86,animation
1026,Looney Tunes: Back in Action,2003,91,animation
1813,Daddy Day Care,2003,92,family
1998,Elf,2003,97,family
1931,Freaky Friday,2003,97,family
1874,Cheaper by the Dozen,2003,98,family
607,Finding Nemo,2003,100,adventure
789,Finding Nemo,2003,100,animation
1752,Finding Nemo,2003,100,family
1264,Girl with a Pearl Earring,2003,100,biography
2335,Bruce Almighty,2003,101,fantasy
1512,Swimming Pool,2003,102,crime
2906,Swimming Pool,2003,102,mystery
3909,Grind,2003,105,sports
261,2 Fast 2 Furious,2003,107,action
1485,2 Fast 2 Furious,2003,107,crime
1176,Monster,2003,109,biography
1633,Monster,2003,109,crime
3897,Radio,2003,109,sports
1988,Secondhand Lions,2003,109,family
347,Terminator 3: Rise of the Machines,2003,109,action
3521,Terminator 3: Rise of the Machines,2003,109,scifi
2279,The League of Extraordinary Gentlemen,2003,110,fantasy
3647,The League of Extraordinary Gentlemen,2003,110,scifi
159,Kill Bill: Vol. 1,2003,111,action
1423,Kill Bill: Vol. 1,2003,111,crime
1568,The Italian Job,2003,111,crime
1810,Peter Pan,2003,113,family
2225,Peter Pan,2003,113,fantasy
3006,Peter Pan,2003,113,romance
3021,The Dreamers,2003,115,romance
3236,How to Lose a Guy in 10 Days,2003,116,romance
4217,Timeline,2003,116,war
670,Holes,2003,117,adventure
1776,Holes,2003,117,family
2914,Holes,2003,117,mystery
1628,S.W.A.T.,2003,117,crime
91,Oldboy,2003,120,action
2806,Oldboy,2003,120,mystery
4035,Oldboy,2003,120,thriller
4225,Tears of the Sun,2003,121,war
296,Underworld,2003,121,action
2148,Underworld,2003,121,fantasy
2234,Big Fish,2003,125,fantasy
3123,Big Fish,2003,125,romance
1492,Memories of Murder,2003,132,crime
2890,Memories of Murder,2003,132,mystery
3649,X2: X-Men United,2003,134,scifi
3077,Love Actually,2003,135,romance
3699,The Core,2003,135,scifi
3719,Hulk,2003,138,scifi
740,Master and Commander: The Far Side of the World,2003,138,adventure
4138,Master and Commander: The Far Side of the World,2003,138,war
1394,Mystic River,2003,138,crime
2816,Mystic River,2003,138,mystery
4059,Mystic River,2003,138,thriller
3679,The Matrix Reloaded,2003,138,scifi
2501,Seabiscuit,2003,140,history
3856,Seabiscuit,2003,140,sports
97,Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,action
471,Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,adventure
2057,Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,fantasy
304,Bad Boys II,2003,147,action
1504,Bad Boys II,2003,147,crime
4164,Cold Mountain,2003,154,war
1661,Dogville,2003,178,crime
68,The Lord of the Rings: The Return of the King,2003,201,action
445,The Lord of the Rings: The Return of the King,2003,201,adventure
2040,The Lord of the Rings: The Return of the King,2003,201,fantasy
3254,9 Songs,2004,71,romance
3301,Before Sunset,2004,80,romance
964,Garfield,2004,80,animation
972,The SpongeBob SquarePants Movie,2004,87,animation
912,Shark Tale,2004,90,animation
1959,Shark Tale,2004,90,family
3749,Dodgeball: A True Underdog Story,2004,92,sports
1906,Scooby-Doo 2: Monsters Unleashed,2004,93,family
569,Shrek 2,2004,93,adventure
801,Shrek 2,2004,93,animation
1738,Shrek 2,2004,93,family
2103,Shrek 2,2004,93,fantasy
3156,Shrek 2,2004,93,romance
1913,A Cinderella Story,2004,95,family
3313,A Cinderella Story,2004,95,romance
2242,13 Going on 30,2004,98,fantasy
3281,13 Going on 30,2004,98,romance
3906,Wimbledon,2004,98,sports
3185,50 First Dates,2004,99,romance
2691,Shaun of the Dead,2004,99,horror
2212,Birth,2004,100,fantasy
2942,Birth,2004,100,mystery
937,The Polar Express,2004,100,animation
264,Dawn of the Dead,2004,101,action
2612,Dawn of the Dead,2004,101,horror
2644,Saw,2004,103,horror
2913,Saw,2004,103,mystery
3078,Closer,2004,104,romance
350,Layer Cake,2004,105,action
1527,Layer Cake,2004,105,crime
1920,A Series of Unfortunate Events,2004,108,family
3014,Eternal Sunshine of the Spotless Mind,2004,108,romance
3348,Eternal Sunshine of the Spotless Mind,2004,108,scifi
2821,The Village,2004,108,mystery
4064,The Village,2004,108,thriller
3095,The Girl Next Door,2004,109,romance
1376,White Chicks,2004,109,crime
1490,Crash,2004,112,crime
3369,The Butterfly Effect,2004,113,scifi
4046,The Butterfly Effect,2004,113,thriller
1972,The Princess Diaries 2: Royal Engagement,2004,113,family
289,"I, Robot",2004,115,action
2897,"I, Robot",2004,115,mystery
3483,"I, Robot",2004,115,scifi
249,The Incredibles,2004,115,action
604,The Incredibles,2004,115,adventure
796,The Incredibles,2004,115,animation
1749,The Incredibles,2004,115,family
3815,Friday Night Lights,2004,118,sports
561,Howl's Moving Castle,2004,119,adventure
783,Howl's Moving Castle,2004,119,animation
1736,Howl's Moving Castle,2004,119,family
2099,Howl's Moving Castle,2004,119,fantasy
3588,The Chronicles of Riddick,2004,119,scifi
1554,Collateral,2004,120,crime
1267,Hotel Rwanda,2004,121,biography
2465,Hotel Rwanda,2004,121,history
4205,Hotel Rwanda,2004,121,war
2298,Hellboy,2004,122,fantasy
3680,Hellboy,2004,122,scifi
3030,The Notebook,2004,123,romance
130,The Day After Tomorrow,2004,124,action
497,The Day After Tomorrow,2004,124,adventure
3391,The Day After Tomorrow,2004,124,scifi
4074,The Day After Tomorrow,2004,124,thriller
2416,King Arthur,2004,126,history
4167,King Arthur,2004,126,war
3296,Sideways,2004,127,romance
3613,Spider-Man 2,2004,127,scifi
3163,The Terminal,2004,128,romance
170,National Treasure,2004,131,action
534,National Treasure,2004,131,adventure
2847,National Treasure,2004,131,mystery
2226,Van Helsing,2004,131,fantasy
3765,Million Dollar Baby,2004,132,sports
1262,Miracle,2004,135,biography
2474,Miracle,2004,135,history
3833,Miracle,2004,135,sports
3907,Hidalgo,2004,136,sports
1563,Kill Bill: Vol. 2,2004,137,crime
460,Harry Potter and the Prisoner of Azkaban,2004,142,adventure
1703,Harry Potter and the Prisoner of Azkaban,2004,142,family
2048,Harry Potter and the Prisoner of Azkaban,2004,142,fantasy
2798,Harry Potter and the Prisoner of Azkaban,2004,142,mystery
3169,The Phantom of the Opera,2004,143,romance
358,Man on Fire,2004,146,action
1531,Man on Fire,2004,146,crime
1142,Downfall,2004,156,biography
2381,Downfall,2004,156,history
4124,Downfall,2004,156,war
1124,The Aviator,2004,170,biography
1219,Alexander,2004,175,biography
2403,Alexander,2004,175,history
4152,Alexander,2004,175,war
940,Corpse Bride,2005,77,animation
881,Hoodwinked!,2005,80,animation
948,Chicken Little,2005,81,animation
1993,Chicken Little,2005,81,family
1055,The Curse of the Were-Rabbit,2005,85,animation
833,Madagascar,2005,86,animation
1812,Madagascar,2005,86,family
863,Robots,2005,91,animation
1915,Robots,2005,91,family
3091,Lie with Me,2005,93,romance
1986,The Adventures of Sharkboy and Lavagirl 3-D,2005,93,family
2738,Hostel,2005,94,horror
3863,The Ringer,2005,94,sports
3259,Survival Island,2005,95,romance
1876,The Pacifier,2005,95,family
365,A History of Violence,2005,96,action
1536,A History of Violence,2005,96,crime
3916,Ice Princess,2005,98,sports
722,The Descent,2005,99,adventure
2665,The Descent,2005,99,horror
1826,Sky High,2005,100,family
3611,Sky High,2005,100,scifi
3921,Herbie Fully Loaded,2005,101,sports
3868,Lords of Dogtown,2005,107,sports
1672,Four Brothers,2005,109,crime
4193,Green Street Hooligans,2005,109,war
3821,Hooligans,2005,109,sports
3674,The Hitchhiker's Guide to the Galaxy,2005,109,scifi
1420,The Longest Yard,2005,113,crime
3735,The Longest Yard,2005,113,sports
2493,Capote,2005,114,history
615,Charlie and the Chocolate Factory,2005,115,adventure
1758,Charlie and the Chocolate Factory,2005,115,family
2126,Charlie and the Chocolate Factory,2005,115,fantasy
3075,The 40-Year-Old Virgin,2005,116,romance
133,War of the Worlds,2005,116,action
498,War of the Worlds,2005,116,adventure
3393,War of the Worlds,2005,116,scifi
3629,Serenity,2005,119,scifi
3179,Wedding Crashers,2005,119,romance
362,Mr. & Mrs. Smith,2005,120,action
1534,Mr. & Mrs. Smith,2005,120,crime
277,Constantine,2005,121,action
2130,Constantine,2005,121,fantasy
2617,Constantine,2005,121,horror
2887,Constantine,2005,121,mystery
1467,Sin City,2005,124,crime
1221,Jarhead,2005,125,biography
4179,Jarhead,2005,125,war
3852,The World's Fastest Indian,2005,127,sports
3015,Pride & Prejudice,2005,129,romance
283,V for Vendetta,2005,132,action
3479,V for Vendetta,2005,132,scifi
3073,Brokeback Mountain,2005,134,romance
2468,The New World,2005,135,history
