rating_id,user_id,movie_id,rating,review_date
R14299,15432,3833,4.5,2024-12-20
R14301,15507,3711,5.0,2024-12-20
R14303,15509,689,4.0,2024-12-20
R14304,15944,4072,4.5,2024-12-20
R14305,15475,3836,4.0,2024-12-20
R14306,15595,1199,5.0,2024-12-20
R14307,15832,552,5.0,2024-12-20
R14308,15715,17,4.5,2024-12-20
R14309,15693,1495,4.5,2024-12-20
R14310,15040,1010,4.5,2024-12-20
R14311,15419,2577,3.5,2024-12-20
R14314,15523,1433,4.0,2024-12-20
R14316,15946,3421,1.5,2024-12-20
R14318,15001,4094,3.5,2024-12-20
R14319,15107,3248,4.0,2024-12-20
R14320,15255,1734,4.5,2024-12-20
R14321,15780,158,4.5,2024-12-20
R14322,15693,3550,4.5,2024-12-20
R14324,15656,1529,2.5,2024-12-20
R14326,15322,1027,4.126476,2024-12-20
R14327,15432,194,3.5,2024-12-20
R14328,15020,3232,3.0,2024-12-20
R14329,15172,1347,4.5,2024-12-20
R14330,15321,507,5.0,2024-12-20
R14331,15152,1945,2.0,2024-12-20
R14332,15154,3687,5.0,2024-12-20
R14334,15259,2393,5.0,2024-12-20
R14335,15428,556,5.0,2024-12-20
R14337,15724,1443,2.5,2024-12-20
R14338,15805,3651,4.5,2024-12-20
R14340,15611,1377,4.0,2024-12-20
R14341,15370,2754,4.0,2024-12-21
R14343,15858,1302,4.0,2024-12-21
R14344,15293,1418,3.5,2024-12-21
R14345,15582,1818,4.5,2024-12-21
R14346,15291,970,5.0,2024-12-21
R14347,15813,3195,2.0,2024-12-21
R14348,15716,212,4.5,2024-12-21
R14349,15527,2043,1.5,2024-12-21
R14351,15834,3076,4.0,2024-12-21
R14353,15954,2245,5.0,2024-12-21
R14354,15000,2418,3.5,2024-12-21
R14355,15779,2563,2.0,2024-12-21
R14356,15462,581,4.5,2024-12-21
R14357,15955,3732,5.0,2024-12-21
R14358,15598,1433,3.5,2024-12-21
R14359,15820,1767,5.0,2024-12-21
R14360,15283,1936,3.5,2024-12-21
R14361,15732,1839,3.5,2024-12-21
R14363,15119,1482,3.5,2024-12-21
R14364,15125,1419,4.0,2024-12-21
R14365,15576,1175,3.5,2024-12-21
R14366,15165,3932,4.5,2024-12-21
R14367,15039,2316,5.0,2024-12-21
R14368,15321,1992,4.5,2024-12-21
R14370,15639,705,3.0,2024-12-21
R14371,15799,389,5.0,2024-12-21
R14372,15316,4003,4.0,2024-12-21
R14373,15403,1779,3.5,2024-12-21
R14374,15520,3162,2.0,2024-12-21
R14375,15225,3871,4.0,2024-12-21
R14376,15982,4212,4.0,2024-12-21
R14377,15112,3626,5.0,2024-12-21
R14378,15529,178,4.5,2024-12-21
R14380,15439,3518,5.0,2024-12-21
R14381,15558,1732,5.0,2024-12-21
R14382,15298,1033,4.0,2024-12-21
R14384,15589,3053,3.5,2024-12-21
R14385,15359,3757,5.0,2024-12-21
R14386,15960,4229,3.5,2024-12-21
R14387,15321,3001,3.5,2024-12-21
R14388,15746,3816,4.5,2024-12-21
R14389,15882,2769,3.0,2024-12-21
R14390,15169,2027,4.5,2024-12-21
R14391,15989,2407,4.5,2024-12-21
R14392,15169,3326,5.0,2024-12-21
R14393,15611,2837,5.0,2024-12-21
R14395,15223,2697,3.0,2024-12-21
R14396,15081,386,4.5,2024-12-21
R14397,15168,1671,3.5,2024-12-21
R14399,15094,1216,3.0,2024-12-21
R14400,15576,2863,3.0,2024-12-21
R14401,15936,2942,1.0,2024-12-21
R14402,15107,1884,5.0,2024-12-21
R14403,15341,1839,5.0,2024-12-21
R14404,15243,217,5.0,2024-12-21
R14405,15023,1255,4.0,2024-12-21
R14406,15947,3651,5.0,2024-12-21
R14407,15656,1909,5.0,2024-12-21
R14408,15948,3146,4.5,2024-12-21
R14409,15929,448,0.144758,2024-12-21
R14410,15172,2050,5.0,2024-12-21
R14411,15540,3146,4.5,2024-12-21
R14412,15864,3980,4.0,2024-12-21
R14413,15546,684,5.0,2024-12-21
R14414,15399,1529,3.5,2024-12-21
R14415,15002,3437,5.0,2024-12-21
R14417,15885,2113,4.0,2024-12-21
R14418,15573,2048,4.0,2024-12-21
R14419,15786,2607,3.5,2024-12-21
R14420,15035,1027,4.5,2024-12-21
R14421,15865,2761,5.0,2024-12-21
R14422,15653,2027,3.5,2024-12-21
R14423,15052,2472,3.0,2024-12-21
R14424,15167,1665,3.5,2024-12-21
R14425,15130,507,4.0,2024-12-21
R14426,15154,2940,4.0,2024-12-21
R14427,15851,3797,5.0,2024-12-21
R14428,15662,2669,3.0,2024-12-21
R14429,15833,194,5.0,2024-12-21
R14430,15503,2761,5.0,2024-12-21
R14432,15947,1012,4.5,2024-12-21
R14433,15817,4229,4.5,2024-12-21
R14434,15005,194,4.0,2024-12-21
R14435,15936,1216,4.0,2024-12-21
R14436,15154,3988,4.5,2024-12-21
R14437,15293,2741,3.0,2024-12-21
R14438,15904,895,4.0,2024-12-21
R14439,15761,1482,1.5,2024-12-21
R14440,15788,3561,4.0,2024-12-21
R14441,15693,2669,3.0,2024-12-21
R14442,15944,2879,4.0,2024-12-21
R14444,15900,3094,5.0,2024-12-21
R14445,15804,1140,4.0,2024-12-21
R14446,15419,2304,5.0,2024-12-21
R14447,15103,2595,3.0,2024-12-21
R14448,15898,109,4.0,2024-12-21
R14449,15274,17,4.5,2024-12-21
R14450,15341,1175,3.0,2024-12-21
R14451,15428,1537,4.0,2024-12-21
R14453,15955,1168,3.5,2024-12-21
R14454,15982,2863,4.5,2024-12-21
R14456,15884,109,3.5,2024-12-21
R14457,15713,3163,5.0,2024-12-21
R14458,15209,2362,4.0,2024-12-21
R14459,15293,109,4.5,2024-12-21
R14460,15150,3662,4.0,2024-12-21
R14461,15320,17,3.5,2024-12-21
R14462,15801,2349,3.5,2024-12-21
R14463,15615,1199,4.0,2024-12-21
R14464,15877,2314,4.5,2024-12-21
R14465,15274,426,5.0,2024-12-21
R14466,15953,269,2.5,2024-12-21
R14468,15005,1422,2.5,2024-12-21
R14469,15329,797,4.0,2024-12-21
R14470,15285,2577,2.5,2024-12-21
R14471,15052,4140,3.5,2024-12-21
R14472,15876,3900,4.5,2024-12-21
R14473,15763,1216,3.5,2024-12-21
R14474,15103,1357,3.5,2024-12-21
R14475,15340,3678,5.0,2024-12-21
R14476,15804,3232,2.5,2024-12-21
R14477,15479,3154,5.0,2024-12-21
R14479,15408,2027,5.0,2024-12-21
R14480,15731,698,4.5,2024-12-21
R14481,15632,2720,1.5,2024-12-21
R14482,15784,2769,5.0,2024-12-21
R14483,15622,2456,3.5,2024-12-21
R14484,15708,1253,3.5,2024-12-21
R14485,15077,3762,3.5,2024-12-21
R14487,15685,2278,4.0,2024-12-21
R14488,15751,3232,5.0,2024-12-21
R14489,15529,1482,2.5,2024-12-21
R14490,15568,3742,4.5,2024-12-21
R14491,15419,4179,4.0,2024-12-21
R14492,15740,3932,4.5,2024-12-21
R14493,15807,950,5.0,2024-12-21
R14494,15199,2362,4.0,2024-12-21
R14495,15035,2566,4.0,2024-12-21
R14496,15570,2352,2.5,2024-12-21
R14497,15718,3578,3.0,2024-12-21
R14499,15179,2223,4.0,2024-12-21
R14500,15437,3673,3.5,2024-12-21
R14502,15370,3958,4.0,2024-12-21
R14503,15296,4031,2.5,2024-12-21
R14504,15592,2701,3.0,2024-12-21
R14505,15779,310,4.5,2024-12-21
R14506,15193,41,5.0,2024-12-21
R14507,15965,4177,4.0,2024-12-21
R14508,15475,2855,3.5,2024-12-21
R14510,15801,2769,4.5,2024-12-21
R14511,15488,1413,2.5,2024-12-21
R14512,15072,671,4.5,2024-12-21
R14513,15452,3643,4.5,2024-12-21
R14514,15398,1191,4.0,2024-12-21
R14516,15362,3141,5.0,2024-12-21
R14517,15865,2762,4.0,2024-12-21
R14518,15946,3283,4.0,2024-12-21
R14519,15978,4185,4.0,2024-12-21
R14520,15082,1388,3.0,2024-12-21
R14522,15341,1909,5.0,2024-12-21
R14524,15202,3155,4.5,2024-12-21
R14526,15540,737,4.5,2024-12-21
R14527,15885,1208,4.5,2024-12-21
R14528,15727,3735,3.5,2024-12-21
R14529,15805,821,4.5,2024-12-21
R14530,15711,3561,4.5,2024-12-21
R14531,15316,224,4.5,2024-12-21
R14532,15804,2691,3.0,2024-12-21
R14533,15074,3861,5.0,2024-12-21
R14534,15536,238,5.0,2024-12-21
R14535,15891,3759,3.0,2024-12-21
R14537,15994,1597,3.5,2024-12-21
R14539,15529,671,4.5,2024-12-21
R14540,15463,1693,4.5,2024-12-21
R14541,15209,4147,4.0,2024-12-21
R14542,15662,3061,4.5,2024-12-21
R14543,15273,516,4.5,2024-12-21
R14544,15928,2517,1.0,2024-12-21
R14545,15635,2628,3.0,2024-12-21
R14546,15021,3065,4.0,2024-12-21
R14547,15777,1612,3.5,2024-12-21
R14548,15256,661,4.5,2024-12-21
R14549,15587,3113,4.5,2024-12-21
R14550,15606,2304,4.0,2024-12-21
R14551,15666,516,1.0,2024-12-21
R14552,15461,2316,4.0,2024-12-21
R14553,15693,3932,4.5,2024-12-21
R14554,15291,45,5.0,2024-12-21
R14555,15296,650,3.0,2024-12-21
R14556,15889,3662,5.0,2024-12-21
R14558,15870,3232,5.0,2024-12-21
R14559,15509,1216,4.0,2024-12-21
R14560,15452,3155,4.5,2024-12-21
R14561,15549,1839,4.0,2024-12-21
R14562,15711,439,4.0,2024-12-21
R14564,15363,3031,5.0,2024-12-21
R14565,15439,970,4.0,2024-12-21
R14566,15539,4133,4.5,2024-12-21
R14567,15995,2540,3.0,2024-12-21
R14568,15788,1739,4.5,2024-12-21
R14569,15358,2978,5.0,2024-12-21
R14570,15380,1818,2.0,2024-12-21
R14571,15437,1595,3.5,2024-12-21
R14573,15713,183,4.0,2024-12-21
R14574,15489,3004,4.0,2024-12-21
R14575,15353,3742,5.0,2024-12-21
R14576,15536,3057,5.0,2024-12-21
R14577,15126,126,4.0,2024-12-21
R14578,15883,438,4.0,2024-12-21
R14579,15022,1175,4.5,2024-12-21
R14580,15072,2544,1.0,2024-12-21
R14581,15489,2720,3.0,2024-12-21
R14582,15759,676,5.0,2024-12-21
R14583,15898,1068,5.0,2024-12-21
R14584,15597,2311,5.0,2024-12-21
R14585,15115,3577,5.0,2024-12-21
R14586,15832,3570,3.5,2024-12-21
R14587,15054,3268,3.0,2024-12-21
R14588,15799,1887,3.5,2024-12-21
R14589,15639,454,5.0,2024-12-21
R14590,15870,2503,4.0,2024-12-21
R14592,15588,3056,5.0,2024-12-21
R14594,15291,2729,3.0,2024-12-22
R14595,15677,447,4.5,2024-12-22
R14596,15597,1277,3.0,2024-12-22
R14597,15713,2460,4.5,2024-12-22
R14598,15944,285,4.0,2024-12-22
R14599,15469,3435,5.0,2024-12-22
R14600,15718,1552,3.5,2024-12-22
R14602,15520,2027,4.5,2024-12-22
R14604,15558,2563,2.5,2024-12-22
R14605,15193,1665,4.0,2024-12-22
R14606,15465,3692,5.0,2024-12-22
R14607,15935,3529,5.0,2024-12-22
R14608,15154,895,3.0,2024-12-22
R14609,15322,3036,4.5,2024-12-22
R14610,15635,3557,5.0,2024-12-22
R14611,15532,579,5.0,2024-12-22
R14612,15576,3579,3.5,2024-12-22
R14613,15663,1302,4.5,2024-12-22
R14614,15223,1529,4.5,2024-12-22
R14617,15738,426,5.0,2024-12-22
R14618,15255,799,4.0,2024-12-22
R14620,15021,234,4.5,2024-12-22
R14621,15690,4051,4.5,2024-12-22
R14624,15740,4225,4.5,2024-12-22
R14625,15832,3004,4.5,2024-12-22
R14626,15269,488,4.0,2024-12-22
R14627,15152,1199,1.5,2024-12-22
R14630,15955,1959,5.0,2024-12-22
R14631,15638,3859,4.5,2024-12-22
R14632,15172,88,5.0,2024-12-22
R14633,15915,1277,3.0,2024-12-22
R14635,15275,970,4.0,2024-12-22
R14636,15461,2808,2.5,2024-12-22
R14637,15082,3742,3.5,2024-12-22
R14638,15165,670,4.5,2024-12-22
R14639,16008,2496,3.5,2024-12-22
R14640,15530,1636,2.5,2024-12-22
R14641,15352,3871,4.5,2024-12-22
R14642,15152,950,5.0,2024-12-22
R14643,15314,799,5.0,2024-12-22
R14644,15236,2349,5.0,2024-12-22
R14645,15298,2540,3.5,2024-12-22
R14646,15507,1199,4.0,2024-12-22
R14647,15236,3014,5.0,2024-12-22
R14648,15257,3065,4.5,2024-12-22
R14650,15717,2000,5.0,2024-12-22
R14654,15763,1149,4.5,2024-12-22
R14655,15301,1499,1.5,2024-12-22
R14656,15199,3283,4.5,2024-12-22
R14657,15986,2245,4.0,2024-12-22
R14659,15658,2188,4.5,2024-12-22
R14662,15896,2070,4.5,2024-12-22
R14663,15077,2628,2.5,2024-12-22
R14664,15946,3644,2.5,2024-12-22
R14665,15602,3579,3.5,2024-12-22
R14666,15082,3067,4.5,2024-12-22
R14667,15099,1818,5.0,2024-12-22
R14668,15817,2055,5.0,2024-12-22
R14669,15559,2817,4.0,2024-12-22
R14670,15738,3859,4.0,2024-12-22
R14671,15879,20,4.0,2024-12-22
R14672,15340,1425,4.0,2024-12-22
R14673,15638,187,4.0,2024-12-22
R14674,15830,1027,5.0,2024-12-22
R14675,15830,3797,5.0,2024-12-22
R14676,15649,2202,4.5,2024-12-22
R14677,15449,3648,4.5,2024-12-22
R14679,15588,2242,4.0,2024-12-22
R14680,15321,1959,4.0,2024-12-22
R14682,15237,351,4.0,2024-12-22
R14683,15270,285,4.5,2024-12-22
R14684,15873,2479,4.5,2024-12-22
R14685,15546,2769,4.5,2024-12-22
R14686,15429,214,5.0,2024-12-22
R14687,15085,747,5.0,2024-12-22
R14688,15535,3031,4.5,2024-12-22
R14689,15101,2663,2.0,2024-12-22
R14690,15458,3555,4.0,2024-12-22
R14691,15825,1168,4.0,2024-12-22
R14692,15299,3540,4.0,2024-12-22
R14693,15975,1185,3.0,2024-12-22
R14694,15647,2514,3.0,2024-12-22
R14695,15851,3662,4.0,2024-12-22
R14696,15320,2494,4.5,2024-12-22
R14698,15124,3162,1.5,2024-12-22
R14699,15597,534,5.0,2024-12-22
R14700,15432,2595,2.0,2024-12-22
R14701,15352,2871,3.0,2024-12-22
R14702,15341,1552,4.0,2024-12-22
R14703,15788,109,4.0,2024-12-22
R14704,15103,30,4.0,2024-12-22
R14706,15780,579,5.0,2024-12-22
R14710,15882,1208,5.0,2024-12-22
R14711,15882,2691,4.0,2024-12-22
R14712,15637,2663,1.0,2024-12-22
R14713,15630,2098,2.5,2024-12-22
R14714,15929,1482,4.0,2024-12-22
R14716,15838,86,5.0,2024-12-22
R14717,16002,3570,5.0,2024-12-22
R14718,15530,2855,4.5,2024-12-22
R14719,15259,909,4.5,2024-12-22
R14720,15944,1477,4.5,2024-12-22
R14721,15098,857,4.5,2024-12-22
R14722,15920,562,4.5,2024-12-22
R14723,15558,1482,4.0,2024-12-22
R14724,15396,1499,4.0,2024-12-22
R14725,15592,2472,4.0,2024-12-22
R14726,15535,2015,4.5,2024-12-22
R14727,15103,2945,2.0,2024-12-22
R14728,15002,1959,5.0,2024-12-22
R14729,15243,3783,3.5,2024-12-22
R14731,15299,4044,3.0,2024-12-22
R14732,15833,2958,4.0,2024-12-22
R14733,15101,2308,4.5,2024-12-22
R14735,15641,662,4.0,2024-12-22
R14736,15224,3061,4.0,2024-12-22
R14737,15784,3783,1.5,2024-12-22
R14738,15876,1162,4.0,2024-12-22
R14739,15975,2754,3.5,2024-12-22
R14740,15641,2223,4.5,2024-12-22
R14742,15422,2505,5.0,2024-12-22
R14743,15917,378,5.0,2024-12-22
R14744,15627,3679,5.0,2024-12-22
R14745,15628,2245,5.0,2024-12-22
R14746,15551,698,0.144758,2024-12-22
R14747,15275,2942,5.0,2024-12-22
R14749,15107,3742,4.5,2024-12-22
R14750,15592,1384,3.5,2024-12-22
R14751,15740,1226,3.5,2024-12-22
R14752,15254,3644,3.5,2024-12-22
R14753,15803,2674,1.0,2024-12-22
R14755,15078,1277,4.5,2024-12-22
R14757,15595,1510,4.5,2024-12-22
R14758,15209,857,4.5,2024-12-22
R14759,15674,2563,2.0,2024-12-22
R14760,15522,2805,4.5,2024-12-22
R14761,15699,1382,2.0,2024-12-22
R14762,15074,3021,4.0,2024-12-22
R14763,15119,3741,2.0,2024-12-22
R14764,15865,558,4.5,2024-12-22
R14765,15020,1978,4.0,2024-12-22
R14766,15956,3651,4.5,2024-12-22
R14767,15285,4141,4.0,2024-12-22
R14768,15272,2880,5.0,2024-12-22
R14769,15094,525,2.0,2024-12-22
R14770,15518,3057,4.0,2024-12-22
R14771,15598,2538,3.5,2024-12-22
R14772,15358,439,4.5,2024-12-22
R14774,15662,2157,4.5,2024-12-22
R14775,15429,4094,4.0,2024-12-22
R14777,15270,2607,1.5,2024-12-22
R14778,15718,2789,3.5,2024-12-22
R14779,15608,2538,3.0,2024-12-22
R14780,15259,207,4.5,2024-12-22
R14781,15877,2157,5.0,2024-12-22
R14784,15496,2366,4.5,2024-12-22
R14785,15932,2769,4.0,2024-12-22
R14786,15054,2942,4.5,2024-12-22
R14788,15812,1168,5.0,2024-12-22
R14789,15194,2328,4.0,2024-12-22
R14790,15935,2594,3.0,2024-12-22
R14791,15991,3738,4.5,2024-12-22
R14793,15937,3439,5.0,2024-12-22
R14794,15875,3053,3.5,2024-12-22
R14796,15082,1216,2.5,2024-12-22
R14798,15243,2151,5.0,2024-12-22
R14799,15112,3385,3.5,2024-12-22
R14802,15995,1909,3.0,2024-12-22
R14803,15535,3742,4.5,2024-12-22
R14804,15674,1537,4.0,2024-12-22
R14805,15982,2661,2.5,2024-12-22
R14806,15308,631,3.5,2024-12-22
R14807,15823,2151,4.0,2024-12-22
R14809,15537,380,4.0,2024-12-22
R14810,15459,48,4.5,2024-12-22
R14811,15217,4080,4.5,2024-12-22
R14812,15023,3435,5.0,2024-12-22
R14814,15005,654,4.0,2024-12-22
R14815,15825,1477,4.5,2024-12-22
R14816,15126,3742,4.5,2024-12-22
R14817,15004,2492,3.5,2024-12-22
R14819,15275,3248,4.5,2024-12-22
R14820,15083,1030,4.5,2024-12-22
R14821,15022,1771,4.0,2024-12-22
R14822,15580,1388,4.5,2024-12-22
R14823,15968,434,2.5,2024-12-22
R14824,15937,36,3.5,2024-12-22
R14825,15878,3409,5.0,2024-12-22
R14826,15645,1107,2.0,2024-12-22
R14827,15608,323,5.0,2024-12-22
R14828,15115,3065,4.0,2024-12-22
R14829,15243,2393,4.0,2024-12-22
R14830,15738,275,4.5,2024-12-22
R14832,15463,2585,1.0,2024-12-22
R14833,15773,437,4.5,2024-12-22
R14834,15024,2722,2.5,2024-12-22
R14835,15602,3836,4.5,2024-12-22
R14836,15150,821,5.0,2024-12-22
R14837,15353,1818,4.5,2024-12-22
R14838,15699,909,5.0,2024-12-22
R14841,15994,3965,3.5,2024-12-22
R14842,15274,3897,4.5,2024-12-22
R14843,15054,1531,2.5,2024-12-22
R14844,16005,3224,4.0,2024-12-22
R14846,15489,2247,5.0,2024-12-22
R14847,15347,2773,5.0,2024-12-22
R14848,15801,3195,5.0,2024-12-22
R14849,15194,2401,2.5,2024-12-22
R14851,15935,3662,5.0,2024-12-22
R14852,15261,3716,4.5,2024-12-22
R14854,15363,183,4.5,2024-12-22
R14855,15588,3977,4.0,2024-12-22
R14856,15435,3757,5.0,2024-12-22
R14857,15721,2879,4.5,2024-12-22
R14859,15805,166,4.0,2024-12-22
R14860,15817,45,4.5,2024-12-22
R14861,15791,2090,3.0,2024-12-22
R14862,15544,4177,4.5,2024-12-22
R14863,15268,1164,4.0,2024-12-22
R14864,15270,2113,3.0,2024-12-22
R14865,15814,1478,3.5,2024-12-22
R14866,15858,2835,4.5,2024-12-22
R14870,15589,3146,4.0,2024-12-23
R14871,15677,3031,4.5,2024-12-23
R14872,15928,3283,5.0,2024-12-23
R14874,15902,296,5.0,2024-12-23
R14875,15340,968,4.5,2024-12-23
R14876,15329,3076,4.5,2024-12-23
R14877,15731,3000,4.0,2024-12-23
R14878,15345,283,4.5,2024-12-23
R14879,15165,942,5.0,2024-12-23
R14880,15738,4212,3.0,2024-12-23
R14881,15429,1552,5.0,2024-12-23
R14882,15598,2151,5.0,2024-12-23
R14883,15604,2223,2.5,2024-12-23
R14885,15933,2320,4.126476,2024-12-23
R14886,15805,1739,3.5,2024-12-23
R14887,15933,790,3.5,2024-12-23
R14888,15758,4098,4.0,2024-12-23
R14889,15082,3405,5.0,2024-12-23
R14890,15015,1477,4.0,2024-12-23
R14891,15077,1140,1.5,2024-12-23
R14893,15503,2308,3.5,2024-12-23
R14894,15632,3689,3.0,2024-12-23
R14895,15115,1435,3.5,2024-12-23
R14896,15207,1074,5.0,2024-12-23
R14897,15345,4192,5.0,2024-12-23
R14899,15687,2730,2.5,2024-12-23
R14901,15986,1529,3.5,2024-12-23
R14903,16004,3644,4.5,2024-12-23
R14904,15780,4225,3.5,2024-12-23
R14905,15126,1739,4.5,2024-12-23
R14906,15372,1208,4.5,2024-12-23
R14907,16028,1105,4.5,2024-12-23
R14908,15886,2289,4.0,2024-12-23
R14910,15829,426,4.5,2024-12-23
R14911,15470,3953,4.0,2024-12-23
R14912,15308,2148,4.5,2024-12-23
R14913,15285,2027,3.5,2024-12-23
R14914,15937,1135,3.5,2024-12-23
R14915,15268,3456,5.0,2024-12-23
R14916,15638,1144,4.5,2024-12-23
R14918,15398,1646,4.5,2024-12-23
R14920,15458,183,4.5,2024-12-23
R14921,15700,3548,5.0,2024-12-23
R14922,15808,4174,3.5,2024-12-23
R14923,15685,2944,4.5,2024-12-23
R14924,15275,3218,2.0,2024-12-23
R14925,15702,3214,3.0,2024-12-23
R14926,15154,4008,4.5,2024-12-23
R14928,15072,3588,5.0,2024-12-23
R14929,15663,3859,4.5,2024-12-23
R14930,15254,3155,5.0,2024-12-23
R14931,15588,2722,2.5,2024-12-23
R14932,15469,1384,3.0,2024-12-23
R14933,15649,1936,5.0,2024-12-23
R14934,15322,11,5.0,2024-12-23
R14935,15320,2320,2.5,2024-12-23
R14936,15241,439,4.5,2024-12-23
R14937,15002,3816,5.0,2024-12-23
R14938,15463,3405,3.5,2024-12-23
R14939,15358,1387,4.0,2024-12-23
R14940,15876,285,4.5,2024-12-23
R14941,15098,3579,5.0,2024-12-23
R14942,15715,2202,5.0,2024-12-23
R14943,15172,1100,1.0,2024-12-23
R14944,15107,378,3.5,2024-12-23
R14945,15858,982,4.5,2024-12-23
R14946,15760,2865,5.0,2024-12-23
R14947,15316,1352,4.0,2024-12-23
R14948,15469,2308,2.5,2024-12-23
R14949,15293,2532,0.144758,2024-12-23
R14951,15319,909,5.0,2024-12-23
R14952,15273,1098,4.0,2024-12-23
R14953,15936,1621,4.0,2024-12-23
R14954,15817,4148,3.0,2024-12-23
R14955,15647,2674,2.5,2024-12-23
R14956,15693,1277,3.0,2024-12-23
R14957,15353,2418,3.5,2024-12-23
R14958,15241,108,3.5,2024-12-23
R14959,15396,380,4.5,2024-12-23
R14961,15931,3965,4.5,2024-12-23
R14963,15463,3405,4.5,2024-12-23
R14964,15074,1157,5.0,2024-12-23
R14965,15833,378,4.0,2024-12-23
R14966,15605,3735,4.0,2024-12-23
R14967,15587,631,5.0,2024-12-23
R14968,15604,2663,3.0,2024-12-23
R14969,15225,2697,2.5,2024-12-23
R14970,15329,3000,4.5,2024-12-23
R14971,15635,1422,4.0,2024-12-23
R14972,15582,857,4.5,2024-12-23
R14974,15833,1495,4.0,2024-12-23
R14975,15794,689,4.5,2024-12-23
R14976,15808,2380,3.0,2024-12-23
R14977,15449,454,5.0,2024-12-23
R14978,15933,3826,4.5,2024-12-23
R14979,15399,2936,3.158917,2024-12-23
R14980,15994,2027,2.0,2024-12-23
R14981,15867,2041,4.0,2024-12-23
R14982,15094,3166,5.0,2024-12-23
R14983,15168,3214,2.0,2024-12-23
R14984,15904,4049,3.5,2024-12-23
R14986,15475,792,3.0,2024-12-23
R14987,16018,4067,4.5,2024-12-23
R14988,15398,3061,4.5,2024-12-23
R14989,15865,4044,5.0,2024-12-23
R14990,15667,3334,5.0,2024-12-23
R14991,15083,1549,2.5,2024-12-23
R14992,15653,3919,4.5,2024-12-23
R14993,15641,3057,4.5,2024-12-23
R14994,15523,109,5.0,2024-12-23
R14995,15638,2289,4.5,2024-12-23
R14996,15662,2110,2.5,2024-12-23
R14997,15715,1288,1.0,2024-12-23
R14998,15544,3871,4.0,2024-12-23
R15002,15083,1208,3.0,2024-12-23
R15003,15588,2505,4.0,2024-12-23
R15004,15083,1909,4.5,2024-12-23
R15005,15353,2577,1.0,2024-12-23
R15006,15115,941,5.0,2024-12-23
R15008,15372,3040,5.0,2024-12-23
R15009,15875,1437,4.0,2024-12-23
R15010,15867,2487,4.0,2024-12-23
R15012,15879,207,4.5,2024-12-23
R15013,15194,1779,3.0,2024-12-23
R15014,15684,154,3.5,2024-12-23
R15015,15865,965,5.0,2024-12-23
R15016,16033,2885,4.0,2024-12-23
R15018,15896,3722,5.0,2024-12-23
R15019,15130,2113,5.0,2024-12-23
R15021,15554,3844,2.0,2024-12-23
R15022,15777,3558,3.5,2024-12-23
R15023,15989,1039,4.0,2024-12-23
R15024,15359,3643,5.0,2024-12-23
R15026,15005,799,4.5,2024-12-23
R15027,15298,1105,3.5,2024-12-23
R15028,15165,1039,4.0,2024-12-23
R15030,15479,1906,5.0,2024-12-23
R15032,15937,3651,4.5,2024-12-23
R15033,15456,2116,5.0,2024-12-23
R15034,15321,2716,3.5,2024-12-23
R15035,15398,1495,2.0,2024-12-23
R15036,15078,2879,5.0,2024-12-23
R15038,15606,631,2.0,2024-12-24
R15039,15094,2289,4.0,2024-12-24
R15040,15030,4177,4.0,2024-12-24
R15041,15078,1613,3.5,2024-12-24
R15042,15688,3379,4.5,2024-12-24
R15043,15592,4212,3.0,2024-12-24
R15044,15269,2418,3.5,2024-12-24
R15045,15731,1478,3.5,2024-12-24
R15046,16039,2817,2.5,2024-12-24
R15048,15429,2817,4.0,2024-12-24
R15049,15595,1738,4.5,2024-12-24
R15050,15272,1767,4.5,2024-12-24
R15051,15477,434,5.0,2024-12-24
R15054,15268,2418,4.0,2024-12-24
R15055,15319,2418,4.0,2024-12-24
R15056,15020,529,5.0,2024-12-24
R15057,15083,4090,3.5,2024-12-24
R15058,15105,1162,4.0,2024-12-24
R15059,15965,3871,5.0,2024-12-24
R15060,15886,2595,1.0,2024-12-24
R15061,15935,3742,4.5,2024-12-24
R15062,15074,2195,4.0,2024-12-24
R15063,15882,3953,4.0,2024-12-24
R15064,16011,1991,4.5,2024-12-24
R15065,15205,3561,4.0,2024-12-24
R15066,15814,3169,4.0,2024-12-24
R15067,15396,1382,4.0,2024-12-24
R15068,15475,1471,3.5,2024-12-24
R15070,15271,3275,5.0,2024-12-24
R15071,15838,3148,4.5,2024-12-24
R15072,15270,2328,4.0,2024-12-24
R15073,15322,3742,3.0,2024-12-24
R15074,16001,1419,3.5,2024-12-24
R15075,15004,3644,4.5,2024-12-24
R15076,15227,2754,4.5,2024-12-24
R15077,15463,118,4.0,2024-12-24
R15078,15616,1636,4.5,2024-12-24
R15079,15320,1495,5.0,2024-12-24
R15080,15619,3757,4.0,2024-12-24
R15083,15320,546,4.0,2024-12-24
R15084,15604,3742,4.5,2024-12-24
R15085,15224,4214,3.5,2024-12-24
R15086,15496,4109,4.0,2024-12-24
R15087,15259,982,5.0,2024-12-24
R15088,15001,4229,2.5,2024-12-24
R15089,15915,2223,2.5,2024-12-24
R15090,15488,1433,3.0,2024-12-24
R15091,15349,3128,4.0,2024-12-24
R15092,15475,2722,1.0,2024-12-24
R15093,15470,854,5.0,2024-12-24
R15094,15166,2401,2.5,2024-12-24
R15095,15536,1703,2.0,2024-12-24
R15096,15965,2389,4.0,2024-12-24
R15097,15339,1208,3.5,2024-12-24
