watch_id,user_id,movie_id,watch_date,watch_duration,device_type
W35925,15731,2912,2024-12-19,139.0,Smart TV
W35926,15399,4066,2024-12-19,113.0,Laptop
W35927,15386,1189,2024-12-19,97.0,Mobile
W35929,15876,1162,2024-12-19,88.0,Mobile
W35930,15343,3485,2024-12-19,108.0,Laptop
W35931,15392,2013,2024-12-19,131.0,Mobile
W35932,15322,1671,2024-12-19,9.0,Smart TV
W35934,15442,1216,2024-12-19,174.0,Mobile
W35935,15559,1384,2024-12-19,99.0,Smart TV
W35936,15509,2731,2024-12-19,99.0,Laptop
W35937,15775,1595,2024-12-19,45.0,Smart TV
W35938,15815,1107,2024-12-19,10.0,Smart TV
W35939,15766,3148,2024-12-19,142.0,Laptop
W35940,15894,526,2024-12-19,115.0,Mobile
W35941,15103,3224,2024-12-19,61.0,Laptop
W35942,15928,1418,2024-12-19,98.0,Laptop
W35944,15228,1191,2024-12-19,69.0,Laptop
W35946,15140,3728,2024-12-19,147.0,Mobile
W35947,15394,3065,2024-12-19,99.0,Laptop
W35948,15401,1384,2024-12-19,100.0,Laptop
W35949,15616,126,2024-12-19,52.0,Laptop
W35950,15105,1676,2024-12-19,106.0,Mobile
W35951,15404,109,2024-12-19,99.0,Smart TV
W35952,15078,48,2024-12-19,72.0,Smart TV
W35953,15672,1936,2024-12-19,91.0,Mobile
W35955,15280,1887,2024-12-19,94.0,Mobile
W35956,15697,2912,2024-12-19,135.0,Laptop
W35958,15506,3897,2024-12-19,102.0,Laptop
W35959,15023,2058,2024-12-19,107.0,Smart TV
W35960,15420,1739,2024-12-19,42.0,Smart TV
W35961,15726,3900,2024-12-19,94.0,Mobile
W35962,15240,2503,2024-12-19,119.0,Laptop
W35965,15630,3439,2024-12-19,94.0,Laptop
W35966,15396,3996,2024-12-19,112.0,Smart TV
W35967,15942,2418,2024-12-19,117.0,Laptop
W35968,15661,4105,2024-12-19,113.0,Laptop
W35969,15243,279,2024-12-19,123.0,Laptop
W35970,15699,105,2024-12-19,161.0,Smart TV
W35971,15822,1597,2024-12-19,111.0,Mobile
W35972,15683,2563,2024-12-19,87.0,Laptop
W35973,15014,3275,2024-12-19,72.0,Laptop
W35974,15493,1158,2024-12-19,142.0,Laptop
W35975,15815,3218,2024-12-19,74.0,Smart TV
W35976,15321,325,2024-12-19,114.0,Smart TV
W35977,15166,1302,2024-12-19,58.0,Mobile
W35978,15058,3405,2024-12-19,81.0,Laptop
W35979,15353,1596,2024-12-19,46.0,Smart TV
W35980,15624,3829,2024-12-19,144.0,Laptop
W35981,15178,1208,2024-12-19,62.0,Laptop
W35982,15503,79,2024-12-19,92.0,Mobile
W35984,15156,2316,2024-12-19,6.0,Laptop
W35985,15680,2055,2024-12-19,54.0,Smart TV
W35988,15823,3578,2024-12-19,121.0,Laptop
W35989,15573,4098,2024-12-19,59.0,Mobile
W35990,15307,3214,2024-12-19,56.0,Smart TV
W35991,15285,249,2024-12-19,105.0,Smart TV
W35993,15808,4098,2024-12-19,109.0,Laptop
W35995,15466,4212,2024-12-19,66.0,Laptop
W35996,15274,410,2024-12-19,131.0,Smart TV
W35998,15948,2945,2024-12-19,88.0,Smart TV
W35999,15376,2663,2024-12-19,97.0,Mobile
W36000,15832,3148,2024-12-19,148.0,Smart TV
W36001,15292,2041,2024-12-19,67.0,Laptop
W36002,15761,302,2024-12-19,14.0,Mobile
W36003,15528,275,2024-12-19,126.0,Laptop
W36004,15583,2591,2024-12-19,119.0,Smart TV
W36005,15248,1443,2024-12-19,17.0,Smart TV
W36006,15569,3333,2024-12-19,80.0,Smart TV
W36007,15274,799,2024-12-19,99.0,Smart TV
W36008,15003,3065,2024-12-19,45.0,Mobile
W36009,15791,673,2024-12-19,141.0,Mobile
W36010,15413,2616,2024-12-19,110.0,Smart TV
W36011,15090,447,2024-12-19,102.0,Smart TV
W36012,15205,1441,2024-12-19,17.0,Mobile
W36013,15423,207,2024-12-19,113.0,Laptop
W36014,15871,2380,2024-12-19,56.0,Smart TV
W36015,15823,2873,2024-12-19,71.0,Laptop
W36017,15724,3738,2024-12-19,130.0,Mobile
W36018,15092,2549,2024-12-19,33.0,Laptop
W36019,15739,434,2024-12-19,80.0,Smart TV
W36020,15144,2390,2024-12-19,106.0,Smart TV
W36021,15022,634,2024-12-19,151.0,Laptop
W36025,15553,3689,2024-12-19,121.0,Laptop
W36026,15834,1991,2024-12-19,86.0,Mobile
W36027,15108,3417,2024-12-19,106.0,Laptop
W36029,15792,1135,2024-12-19,89.0,Mobile
W36030,15473,3759,2024-12-19,16.0,Smart TV
W36031,15130,579,2024-12-19,90.0,Smart TV
W36032,15359,2720,2024-12-19,40.0,Laptop
W36033,15795,224,2024-12-19,113.0,Laptop
W36034,15156,1175,2024-12-19,75.0,Smart TV
W36035,15639,3114,2024-12-19,102.0,Laptop
W36036,15821,1634,2024-12-19,103.0,Laptop
W36037,15112,3141,2024-12-19,95.0,Smart TV
W36038,15696,3101,2024-12-19,106.0,Mobile
W36039,15889,569,2024-12-19,88.0,Laptop
W36040,15062,1302,2024-12-19,114.0,Smart TV
W36041,15834,1887,2024-12-19,89.0,Laptop
W36042,15081,2540,2024-12-19,54.0,Smart TV
W36043,15471,4200,2024-12-19,128.0,Laptop
W36044,15609,2521,2024-12-19,129.0,Laptop
W36045,15624,240,2024-12-19,69.0,Laptop
W36046,15094,2268,2024-12-19,8.0,Mobile
W36047,15518,1347,2024-12-19,140.0,Smart TV
W36049,15867,2401,2024-12-20,118.0,Mobile
W36050,15840,1874,2024-12-20,94.0,Laptop
W36051,15274,2487,2024-12-20,136.0,Laptop
W36052,15008,3141,2024-12-20,96.0,Mobile
W36053,15052,1255,2024-12-20,153.0,Laptop
W36054,15655,2090,2024-12-20,125.0,Smart TV
W36055,15113,569,2024-12-20,92.0,Smart TV
W36057,15486,3787,2024-12-20,124.0,Mobile
W36058,15853,2766,2024-12-20,110.0,Laptop
W36059,15556,1959,2024-12-20,38.0,Smart TV
W36060,15868,821,2024-12-20,80.0,Laptop
W36061,15542,2704,2024-12-20,15.0,Laptop
W36063,15534,2340,2024-12-20,89.0,Laptop
W36064,15717,2607,2024-12-20,85.0,Laptop
W36065,15098,109,2024-12-20,96.0,Laptop
W36067,15333,842,2024-12-20,96.0,Laptop
W36068,15239,3742,2024-12-20,126.0,Mobile
W36069,15023,1909,2024-12-20,97.0,Smart TV
W36070,15526,3909,2024-12-20,96.0,Laptop
W36071,15263,676,2024-12-20,148.0,Mobile
W36072,15495,3871,2024-12-20,96.0,Smart TV
W36073,15961,2594,2024-12-20,108.0,Smart TV
W36074,15692,3710,2024-12-20,88.0,Smart TV
W36075,15498,4140,2024-12-20,149.0,Mobile
W36076,15514,558,2024-12-20,117.0,Mobile
W36078,15870,437,2024-12-20,55.0,Mobile
W36080,15175,1208,2024-12-20,101.0,Laptop
W36082,15512,2210,2024-12-20,100.0,Smart TV
W36083,15075,2247,2024-12-20,111.0,Smart TV
W36084,15177,1216,2024-12-20,176.0,Laptop
W36085,15190,706,2024-12-20,116.0,Smart TV
W36086,15588,1482,2024-12-20,123.0,Laptop
W36087,15414,3172,2024-12-20,39.0,Smart TV
W36088,15322,3759,2024-12-20,105.0,Smart TV
W36089,15015,1959,2024-12-20,6.0,Smart TV
W36090,15032,1874,2024-12-20,97.0,Mobile
W36091,15427,2961,2024-12-20,102.0,Smart TV
W36092,15625,1739,2024-12-20,86.0,Laptop
W36094,15553,41,2024-12-20,94.0,Laptop
W36095,15515,279,2024-12-20,121.0,Mobile
W36096,15963,2418,2024-12-20,121.0,Smart TV
W36097,15711,1341,2024-12-20,121.0,Mobile
W36098,15764,2817,2024-12-20,136.0,Smart TV
W36099,15866,2027,2024-12-20,113.0,Smart TV
W36100,15864,2663,2024-12-20,55.0,Mobile
W36101,15712,1499,2024-12-20,145.0,Smart TV
W36103,15382,1017,2024-12-20,86.0,Laptop
W36104,15913,3787,2024-12-20,62.0,Mobile
W36105,15456,3797,2024-12-20,96.0,Smart TV
W36107,15822,462,2024-12-20,128.0,Mobile
W36108,15963,4105,2024-12-20,115.0,Smart TV
W36109,15549,1229,2024-12-20,45.0,Smart TV
W36110,15425,3218,2024-12-20,131.0,Laptop
W36112,15244,534,2024-12-20,121.0,Mobile
W36113,15202,488,2024-12-20,80.0,Smart TV
W36114,15089,3570,2024-12-20,113.0,Laptop
W36115,15406,1818,2024-12-20,92.0,Smart TV
W36116,15510,378,2024-12-20,172.0,Smart TV
W36117,15155,2952,2024-12-20,86.0,Laptop
W36118,15225,1107,2024-12-20,60.0,Smart TV
W36121,15917,970,2024-12-20,99.0,Laptop
W36122,15125,3757,2024-12-20,101.0,Smart TV
W36123,15760,821,2024-12-20,81.0,Laptop
W36124,15399,2942,2024-12-20,92.0,Smart TV
W36125,15805,1771,2024-12-20,55.0,Smart TV
W36126,15854,1446,2024-12-20,102.0,Laptop
W36127,15094,2566,2024-12-20,90.0,Laptop
W36128,15596,2652,2024-12-20,44.0,Laptop
W36129,15760,2198,2024-12-20,120.0,Laptop
W36130,15269,2723,2024-12-20,93.0,Laptop
W36131,15877,2675,2024-12-20,78.0,Smart TV
W36133,15825,2289,2024-12-20,94.0,Laptop
W36134,15207,4008,2024-12-20,11.0,Laptop
W36135,15185,2289,2024-12-20,57.0,Laptop
W36136,15758,1839,2024-12-20,46.0,Mobile
W36137,15546,2565,2024-12-20,88.0,Laptop
W36139,15709,1017,2024-12-20,87.0,Mobile
W36140,15200,1428,2024-12-20,66.0,Smart TV
W36141,15600,2761,2024-12-20,127.0,Laptop
W36142,15306,4025,2024-12-20,51.0,Laptop
W36143,15537,1595,2024-12-20,83.0,Laptop
W36144,15358,1162,2024-12-20,7.0,Smart TV
W36146,15736,1282,2024-12-20,10.0,Mobile
W36147,15284,296,2024-12-20,118.0,Mobile
W36148,15397,1665,2024-12-20,88.0,Laptop
W36150,15083,3277,2024-12-20,11.0,Laptop
W36151,15184,1170,2024-12-20,155.0,Laptop
W36152,15649,426,2024-12-20,36.0,Mobile
W36153,15582,2050,2024-12-20,143.0,Laptop
W36154,15087,3932,2024-12-20,107.0,Laptop
W36155,15011,251,2024-12-20,116.0,Mobile
W36156,15046,1482,2024-12-20,128.0,Mobile
W36157,15056,1294,2024-12-20,133.0,Smart TV
W36158,15046,3778,2024-12-20,113.0,Laptop
W36159,15395,2393,2024-12-20,56.0,Smart TV
W36160,15103,1134,2024-12-20,108.0,Smart TV
W36161,15635,2842,2024-12-20,130.0,Smart TV
W36162,15847,3053,2024-12-20,93.0,Mobile
W36164,15385,1529,2024-12-20,54.0,Laptop
W36165,15749,11,2024-12-20,8.0,Mobile
W36166,15266,109,2024-12-20,6.0,Laptop
W36167,15735,1509,2024-12-20,102.0,Mobile
W36169,15559,2505,2024-12-20,117.0,Laptop
W36170,15672,1191,2024-12-20,66.0,Smart TV
W36171,15534,3558,2024-12-20,38.0,Smart TV
W36172,15754,708,2024-12-20,4.0,Laptop
W36173,15162,2289,2024-12-20,13.0,Mobile
W36174,15021,3999,2024-12-20,23.0,Smart TV
W36175,15418,2304,2024-12-20,39.0,Laptop
W36177,15928,4225,2024-12-20,110.0,Laptop
W36178,15727,1359,2024-12-20,20.0,Laptop
W36179,15903,3687,2024-12-20,88.0,Smart TV
W36180,15162,1636,2024-12-20,108.0,Smart TV
W36181,15489,4008,2024-12-20,71.0,Smart TV
W36182,15381,3065,2024-12-20,99.0,Mobile
W36183,15096,1959,2024-12-20,40.0,Laptop
W36185,15483,360,2024-12-20,99.0,Laptop
W36186,15511,2503,2024-12-20,52.0,Mobile
W36187,15201,1495,2024-12-20,61.0,Mobile
W36188,15547,3686,2024-12-20,97.0,Smart TV
W36189,15583,2598,2024-12-20,120.0,Mobile
W36190,15257,579,2024-12-20,94.0,Smart TV
W36191,15860,2214,2024-12-20,16.0,Laptop
W36192,15359,2879,2024-12-20,110.0,Mobile
W36193,15243,4212,2024-12-20,104.0,Smart TV
W36194,15872,909,2024-12-20,78.0,Smart TV
W36195,15389,109,2024-12-20,105.0,Laptop
W36196,15268,3844,2024-12-20,107.0,Laptop
W36197,15029,3570,2024-12-20,115.0,Smart TV
W36198,15965,3232,2024-12-20,81.0,Smart TV
W36200,15031,1433,2024-12-20,82.0,Laptop
W36201,15260,426,2024-12-20,36.0,Smart TV
W36202,15962,460,2024-12-20,137.0,Smart TV
W36203,15876,2090,2024-12-20,8.0,Laptop
W36204,15218,1191,2024-12-20,117.0,Mobile
W36205,15116,574,2024-12-20,129.0,Smart TV
W36206,15917,3224,2024-12-20,119.0,Mobile
W36207,15271,1595,2024-12-20,40.0,Smart TV
W36208,15836,516,2024-12-20,98.0,Laptop
W36209,15791,240,2024-12-20,126.0,Laptop
W36210,15032,2245,2024-12-20,11.0,Laptop
W36211,15650,888,2024-12-20,70.0,Laptop
W36212,15628,2652,2024-12-20,81.0,Laptop
W36213,15707,3167,2024-12-20,109.0,Smart TV
W36214,15959,2145,2024-12-20,120.0,Smart TV
W36215,15029,940,2024-12-20,75.0,Smart TV
W36216,15090,570,2024-12-20,134.0,Smart TV
W36217,15055,2304,2024-12-20,88.0,Smart TV
W36218,15942,3844,2024-12-20,103.0,Laptop
W36219,15308,2407,2024-12-20,157.0,Mobile
W36220,15162,2663,2024-12-20,91.0,Laptop
W36222,15872,3687,2024-12-20,87.0,Laptop
W36223,15582,676,2024-12-20,141.0,Mobile
W36224,15422,676,2024-12-20,16.0,Mobile
W36227,15699,1839,2024-12-20,95.0,Smart TV
W36228,15491,3932,2024-12-20,116.0,Laptop
W36230,15477,3932,2024-12-20,17.0,Mobile
W36231,15119,2041,2024-12-20,111.0,Laptop
W36232,15385,2469,2024-12-20,93.0,Mobile
W36233,15101,439,2024-12-20,132.0,Laptop
W36235,15893,2944,2024-12-20,10.0,Mobile
W36236,15893,2304,2024-12-20,94.0,Mobile
W36237,15828,1013,2024-12-20,34.0,Smart TV
W36238,15122,1442,2024-12-20,108.0,Laptop
W36239,15075,1664,2024-12-20,47.0,Smart TV
W36240,15911,940,2024-12-20,74.0,Smart TV
W36241,15642,2011,2024-12-20,155.0,Mobile
W36242,15197,3579,2024-12-20,125.0,Mobile
W36245,15971,3019,2024-12-20,98.0,Laptop
W36246,15883,2334,2024-12-20,98.0,Laptop
W36248,15347,2661,2024-12-20,89.0,Laptop
W36250,15546,1676,2024-12-20,114.0,Smart TV
W36251,15585,45,2024-12-20,103.0,Smart TV
W36252,15563,2349,2024-12-20,71.0,Laptop
W36253,15493,322,2024-12-20,89.0,Smart TV
W36254,15708,1107,2024-12-20,6.0,Laptop
W36255,15333,2768,2024-12-20,86.0,Smart TV
W36256,15470,1494,2024-12-20,105.0,Laptop
W36257,15377,2928,2024-12-20,59.0,Laptop
W36258,15536,1839,2024-12-20,102.0,Laptop
W36259,15825,1384,2024-12-20,100.0,Smart TV
W36260,15362,2723,2024-12-20,92.0,Smart TV
W36261,15435,4212,2024-12-20,57.0,Smart TV
W36262,15067,2663,2024-12-20,95.0,Laptop
W36263,15695,2418,2024-12-20,118.0,Mobile
W36264,15159,1477,2024-12-20,111.0,Smart TV
W36265,15271,118,2024-12-20,126.0,Laptop
W36266,15130,1185,2024-12-20,68.0,Laptop
W36267,15801,3409,2024-12-20,7.0,Smart TV
W36268,15858,2495,2024-12-20,116.0,Smart TV
W36271,15245,1514,2024-12-20,59.0,Mobile
W36272,15343,1170,2024-12-20,158.0,Mobile
W36273,15363,3842,2024-12-20,108.0,Smart TV
W36274,15738,2349,2024-12-20,123.0,Laptop
W36275,15483,1593,2024-12-20,120.0,Laptop
W36276,15708,380,2024-12-20,106.0,Smart TV
W36278,15056,283,2024-12-20,130.0,Laptop
W36279,15456,1148,2024-12-20,117.0,Laptop
W36281,15551,2778,2024-12-20,90.0,Mobile
W36282,15256,1636,2024-12-20,105.0,Laptop
W36283,15943,3797,2024-12-20,97.0,Mobile
W36284,15674,2657,2024-12-20,99.0,Mobile
W36285,15606,1448,2024-12-20,103.0,Mobile
W36286,15847,865,2024-12-20,44.0,Smart TV
W36287,15424,2656,2024-12-20,79.0,Laptop
W36288,15917,1314,2024-12-20,127.0,Laptop
W36289,15398,109,2024-12-20,97.0,Smart TV
W36290,15908,1093,2024-12-20,88.0,Smart TV
W36291,15616,1277,2024-12-20,133.0,Laptop
W36293,15746,2407,2024-12-20,161.0,Mobile
W36295,15676,3742,2024-12-20,129.0,Mobile
W36296,15592,570,2024-12-20,143.0,Smart TV
W36297,15976,2754,2024-12-20,93.0,Laptop
W36298,15227,2628,2024-12-20,85.0,Laptop
W36299,15913,3287,2024-12-20,105.0,Mobile
W36300,15943,1499,2024-12-20,141.0,Smart TV
W36301,15853,1170,2024-12-20,153.0,Smart TV
W36302,15574,2113,2024-12-20,109.0,Laptop
W36303,15407,109,2024-12-20,102.0,Mobile
W36304,15731,3558,2024-12-20,4.0,Mobile
W36305,15896,3195,2024-12-20,91.0,Laptop
W36306,15905,854,2024-12-20,95.0,Smart TV
W36309,15322,17,2024-12-20,117.0,Smart TV
W36310,15119,4148,2024-12-20,104.0,Mobile
W36312,15818,1140,2024-12-20,117.0,Laptop
W36313,15743,269,2024-12-20,73.0,Mobile
W36314,15228,3924,2024-12-20,53.0,Laptop
W36315,15759,3141,2024-12-20,100.0,Smart TV
W36318,15611,1874,2024-12-20,96.0,Mobile
W36319,15840,23,2024-12-20,15.0,Laptop
W36320,15568,439,2024-12-20,16.0,Laptop
W36321,15085,1874,2024-12-20,44.0,Smart TV
W36323,15833,2366,2024-12-20,133.0,Laptop
W36324,15949,2503,2024-12-20,115.0,Laptop
W36325,15112,3166,2024-12-20,135.0,Laptop
W36326,15807,3962,2024-12-20,82.0,Laptop
W36327,15394,717,2024-12-20,104.0,Smart TV
W36328,15144,895,2024-12-20,79.0,Laptop
W36329,15021,279,2024-12-20,121.0,Laptop
W36330,15248,1823,2024-12-20,120.0,Smart TV
W36331,15621,2389,2024-12-20,132.0,Laptop
W36332,15847,2819,2024-12-20,112.0,Laptop
W36333,15754,2952,2024-12-20,86.0,Smart TV
W36334,15574,3635,2024-12-20,95.0,Smart TV
W36335,15353,3061,2024-12-20,130.0,Smart TV
W36336,15772,857,2024-12-20,31.0,Mobile
W36337,15537,1909,2024-12-20,99.0,Laptop
W36338,15188,133,2024-12-20,109.0,Laptop
W36341,15899,3953,2024-12-20,103.0,Smart TV
W36342,15573,2968,2024-12-20,93.0,Smart TV
W36343,15090,2418,2024-12-20,119.0,Smart TV
W36345,15125,1768,2024-12-20,92.0,Laptop
W36346,15871,1422,2024-12-20,59.0,Smart TV
W36347,15106,4212,2024-12-20,110.0,Mobile
W36349,15403,2245,2024-12-20,128.0,Smart TV
W36351,15605,1732,2024-12-20,127.0,Smart TV
W36352,15566,1443,2024-12-20,22.0,Smart TV
W36353,15625,3220,2024-12-20,13.0,Smart TV
W36354,15030,2762,2024-12-20,7.0,Smart TV
W36355,15142,51,2024-12-20,22.0,Laptop
W36356,15264,378,2024-12-20,177.0,Laptop
W36358,15250,494,2024-12-20,50.0,Smart TV
W36359,15178,1443,2024-12-20,126.0,Mobile
W36360,15334,507,2024-12-20,140.0,Smart TV
W36362,15601,105,2024-12-20,159.0,Smart TV
W36363,15012,1578,2024-12-20,51.0,Laptop
W36364,15651,1739,2024-12-20,36.0,Mobile
W36365,15709,1105,2024-12-20,106.0,Mobile
W36366,15770,2815,2024-12-20,66.0,Mobile
W36367,15616,2291,2024-12-20,85.0,Mobile
W36368,15788,1139,2024-12-20,113.0,Laptop
W36369,15168,2566,2024-12-20,47.0,Laptop
W36370,15099,188,2024-12-20,63.0,Mobile
W36371,15546,3004,2024-12-20,119.0,Smart TV
W36372,15617,2879,2024-12-20,63.0,Smart TV
W36373,15045,1011,2024-12-20,110.0,Mobile
W36374,15600,3759,2024-12-20,108.0,Smart TV
W36375,15289,1597,2024-12-20,60.0,Smart TV
W36376,15285,2113,2024-12-20,111.0,Smart TV
W36377,15914,207,2024-12-20,14.0,Laptop
W36378,15594,326,2024-12-20,118.0,Smart TV
W36379,15334,558,2024-12-20,128.0,Laptop
W36380,15181,2830,2024-12-20,91.0,Laptop
W36382,15854,631,2024-12-20,106.0,Laptop
W36383,15524,194,2024-12-20,113.0,Mobile
W36384,15734,1712,2024-12-20,86.0,Smart TV
W36385,15333,967,2024-12-20,110.0,Laptop
W36386,15562,3859,2024-12-20,93.0,Mobile
W36388,15363,2879,2024-12-20,118.0,Laptop
W36391,15240,2076,2024-12-20,157.0,Smart TV
W36392,15705,3844,2024-12-20,105.0,Mobile
W36393,15839,1191,2024-12-20,123.0,Mobile
W36394,15210,526,2024-12-20,108.0,Mobile
W36395,15072,3900,2024-12-20,89.0,Laptop
W36397,15229,942,2024-12-20,86.0,Mobile
W36398,15766,1353,2024-12-20,113.0,Mobile
W36399,15554,438,2024-12-20,115.0,Mobile
W36401,15126,1612,2024-12-20,93.0,Mobile
W36402,15175,675,2024-12-20,132.0,Smart TV
W36403,15911,2730,2024-12-20,105.0,Laptop
W36405,15719,2722,2024-12-20,83.0,Laptop
W36406,15382,2000,2024-12-20,81.0,Laptop
W36407,15289,1991,2024-12-20,7.0,Smart TV
W36408,15237,1612,2024-12-20,91.0,Laptop
W36410,15456,824,2024-12-20,82.0,Laptop
W36411,15377,2769,2024-12-20,9.0,Laptop
W36412,15784,109,2024-12-20,100.0,Smart TV
W36413,15306,675,2024-12-20,78.0,Laptop
W36414,15512,1039,2024-12-20,64.0,Laptop
W36417,15122,1531,2024-12-20,145.0,Laptop
W36418,15830,2055,2024-12-20,102.0,Smart TV
W36420,15892,3283,2024-12-20,97.0,Laptop
W36421,15039,2722,2024-12-20,82.0,Mobile
W36423,15645,2401,2024-12-20,116.0,Mobile
W36424,15634,2729,2024-12-20,6.0,Laptop
W36425,15771,4212,2024-12-20,12.0,Laptop
W36429,15509,574,2024-12-20,62.0,Mobile
W36431,15719,2961,2024-12-20,99.0,Laptop
W36432,15885,965,2024-12-20,12.0,Laptop
W36433,15524,2549,2024-12-20,73.0,Mobile
W36434,15194,1162,2024-12-20,94.0,Laptop
W36435,15693,3456,2024-12-20,135.0,Smart TV
W36436,15261,909,2024-12-20,84.0,Smart TV
W36437,15556,1595,2024-12-20,80.0,Smart TV
W36439,15734,378,2024-12-20,183.0,Smart TV
W36440,15235,1834,2024-12-20,35.0,Laptop
W36441,15508,3742,2024-12-20,126.0,Mobile
W36442,15251,2328,2024-12-20,101.0,Laptop
W36443,15107,1597,2024-12-20,109.0,Laptop
W36445,15724,2418,2024-12-20,109.0,Laptop
W36446,15046,1225,2024-12-20,66.0,Mobile
W36447,15047,194,2024-12-20,60.0,Mobile
W36448,15111,821,2024-12-20,79.0,Laptop
W36449,15416,1170,2024-12-20,75.0,Mobile
W36450,15407,2912,2024-12-20,134.0,Mobile
W36451,15965,2090,2024-12-20,122.0,Laptop
W36452,15111,2952,2024-12-20,82.0,Smart TV
W36453,15067,2697,2024-12-20,94.0,Laptop
W36454,15937,2418,2024-12-20,116.0,Mobile
W36455,15268,3611,2024-12-20,97.0,Smart TV
W36456,15285,3801,2024-12-20,158.0,Mobile
W36458,15806,4225,2024-12-20,116.0,Laptop
W36459,15799,2380,2024-12-20,69.0,Smart TV
W36461,15734,2539,2024-12-20,119.0,Smart TV
W36463,15390,3065,2024-12-20,97.0,Smart TV
W36464,15905,2501,2024-12-20,11.0,Smart TV
W36465,15628,2418,2024-12-20,0.0,Smart TV
W36466,15566,869,2024-12-20,75.0,Laptop
W36467,15900,2494,2024-12-20,113.0,Laptop
W36468,15085,3605,2024-12-20,93.0,Smart TV
W36469,15000,459,2024-12-20,107.0,Laptop
W36471,15580,3456,2024-12-20,126.0,Laptop
W36472,15836,194,2024-12-20,113.0,Smart TV
W36473,15660,2055,2024-12-20,101.0,Smart TV
W36474,15120,420,2024-12-20,146.0,Laptop
W36475,15812,2418,2024-12-20,110.0,Mobile
W36476,15534,747,2024-12-20,121.0,Smart TV
W36477,15615,2931,2024-12-20,106.0,Laptop
W36478,15562,1494,2024-12-20,105.0,Laptop
W36479,15601,1531,2024-12-20,64.0,Smart TV
W36480,15285,3741,2024-12-20,120.0,Smart TV
W36481,15033,378,2024-12-20,183.0,Laptop
W36484,15775,1767,2024-12-20,53.0,Smart TV
W36485,15452,3616,2024-12-20,93.0,Smart TV
W36486,15888,2027,2024-12-20,115.0,Mobile
W36487,15661,1636,2024-12-20,61.0,Laptop
W36488,15464,3245,2024-12-20,15.0,Laptop
W36489,15486,41,2024-12-20,95.0,Laptop
W36490,15495,4221,2024-12-20,132.0,Smart TV
W36491,15461,2492,2024-12-20,65.0,Laptop
W36492,15030,86,2024-12-20,134.0,Laptop
W36494,15216,2663,2024-12-20,98.0,Smart TV
W36495,15850,4025,2024-12-20,51.0,Laptop
W36497,15734,4008,2024-12-20,140.0,Laptop
W36500,15621,2291,2024-12-20,80.0,Laptop
W36501,15500,1011,2024-12-20,106.0,Laptop
W36502,15458,622,2024-12-20,106.0,Smart TV
W36503,15427,4104,2024-12-20,57.0,Laptop
W36504,15624,3953,2024-12-20,105.0,Laptop
W36505,15607,249,2024-12-20,105.0,Laptop
W36506,15764,2113,2024-12-20,58.0,Smart TV
W36507,15417,2594,2024-12-20,14.0,Laptop
W36508,15853,2663,2024-12-20,15.0,Smart TV
W36509,15432,3833,2024-12-20,122.0,Smart TV
W36510,15430,2952,2024-12-20,11.0,Smart TV
W36512,15149,2041,2024-12-20,114.0,Mobile
W36513,15507,3711,2024-12-20,111.0,Smart TV
W36515,15827,3859,2024-12-20,94.0,Laptop
W36517,15538,1771,2024-12-20,99.0,Mobile
W36520,15239,3283,2024-12-20,17.0,Laptop
W36521,15867,1739,2024-12-20,81.0,Laptop
W36522,15816,394,2024-12-20,90.0,Laptop
W36524,15809,4221,2024-12-20,127.0,Laptop
W36525,15124,2152,2024-12-20,100.0,Laptop
W36526,15509,689,2024-12-20,131.0,Laptop
W36527,15952,2957,2024-12-20,108.0,Laptop
W36529,15567,2027,2024-12-20,110.0,Smart TV
W36530,15212,3859,2024-12-20,43.0,Laptop
W36531,15944,4072,2024-12-20,122.0,Mobile
W36532,15475,3836,2024-12-20,130.0,Mobile
W36533,15560,1839,2024-12-20,99.0,Laptop
W36534,15046,1107,2024-12-20,109.0,Mobile
W36535,15680,1107,2024-12-20,110.0,Laptop
W36536,15595,1199,2024-12-20,132.0,Mobile
W36537,15535,4098,2024-12-20,51.0,Laptop
W36538,15207,2817,2024-12-20,130.0,Laptop
W36539,15407,2656,2024-12-20,79.0,Laptop
W36540,15069,664,2024-12-20,93.0,Smart TV
W36541,15832,552,2024-12-20,102.0,Smart TV
W36542,15075,3079,2024-12-20,116.0,Smart TV
W36543,15715,17,2024-12-20,120.0,Smart TV
W36544,15395,2315,2024-12-20,104.0,Laptop
W36545,15942,3742,2024-12-20,124.0,Laptop
W36547,15409,4025,2024-12-20,104.0,Mobile
W36549,15029,2674,2024-12-20,70.0,Smart TV
W36551,15684,965,2024-12-20,75.0,Laptop
W36552,15861,438,2024-12-20,117.0,Smart TV
W36553,15693,1495,2024-12-20,117.0,Smart TV
W36554,15040,1010,2024-12-20,91.0,Mobile
W36555,15753,3150,2024-12-20,105.0,Mobile
W36556,15708,4049,2024-12-20,148.0,Mobile
W36557,15467,1136,2024-12-20,91.0,Laptop
W36558,15380,1371,2024-12-20,88.0,Smart TV
W36561,15419,2577,2024-12-20,89.0,Mobile
W36563,15037,1135,2024-12-20,55.0,Smart TV
W36564,15650,574,2024-12-20,74.0,Laptop
W36566,15523,1433,2024-12-20,85.0,Smart TV
W36567,15162,3021,2024-12-20,108.0,Laptop
W36568,15516,3424,2024-12-20,132.0,Laptop
W36569,15583,792,2024-12-20,88.0,Laptop
