payment_id,user_id,amount,payment_date,plan_type,valid_until,churn_status,renewed
T80444623105,15300,4.99,18-11-2024,Student Plan,18-12-2024,active,TRUE
T92475432374,15300,4.99,20-12-2024,Student Plan,19-01-2025,active,TRUE
T85074805204,15300,4.99,20-01-2025,Student Plan,19-02-2025,churned,FALSE
T52478839370,15301,12.99,18-11-2024,Premium,17-01-2025,active,TRUE
T74747585866,15301,12.99,21-01-2025,Premium,22-03-2025,active,TRUE
T75907527945,15302,4.99,18-11-2024,Student Plan,18-12-2024,active,TRUE
T62870531258,15302,4.99,22-12-2024,Student Plan,21-01-2025,active,TRUE
T55611332104,15302,4.99,24-01-2025,Student Plan,23-02-2025,active,TRUE
T91800468931,15302,4.99,24-02-2025,Student Plan,26-03-2025,active,TRUE
T88552195195,15303,7.99,18-11-2024,Standard,18-12-2024,active,TRUE
T60850489692,15303,7.99,23-12-2024,Standard,22-01-2025,active,TRUE
T65034146590,15303,7.99,27-01-2025,Standard,26-02-2025,active,TRUE
T96173396716,15303,12.99,28-02-2025,Premium,29-04-2025,active,TRUE
T96878915173,15304,4.99,18-11-2024,Student Plan,18-12-2024,active,TRUE
T76968535623,15304,4.99,22-12-2024,Student Plan,21-01-2025,active,TRUE
T77221242639,15304,7.99,26-01-2025,Standard,25-02-2025,active,TRUE
T97489398836,15304,7.99,27-02-2025,Standard,29-03-2025,churned,FALSE
T84332107054,15305,7.99,18-11-2024,Standard,18-12-2024,active,TRUE
T62507909006,15305,7.99,20-12-2024,Standard,19-01-2025,active,TRUE
T68250252158,15305,7.99,20-01-2025,Standard,19-02-2025,churned,FALSE
T93596894897,15306,12.99,18-11-2024,Premium,17-01-2025,active,TRUE
T97139787998,15306,7.99,22-01-2025,Standard,21-02-2025,active,TRUE
T64668500052,15306,7.99,24-02-2025,Standard,26-03-2025,active,TRUE
T65493829848,15307,12.99,18-11-2024,Premium,17-01-2025,active,TRUE
T69649518887,15307,12.99,21-01-2025,Premium,22-03-2025,active,TRUE
T62335718002,15308,12.99,18-11-2024,Premium,17-01-2025,active,TRUE
T50353407272,15308,-5.99,18-01-2025,Premium,19-03-2025,active,TRUE
T76350687831,15309,4.99,18-11-2024,Student Plan,18-12-2024,active,TRUE
T62855233121,15309,4.99,23-12-2024,Student Plan,22-01-2025,churned,FALSE
T75987612967,15310,12.99,18-11-2024,Premium,17-01-2025,active,TRUE
T83816293320,15310,12.99,20-01-2025,Premium,21-03-2025,churned,FALSE
T65544690266,15311,12.99,18-11-2024,Premium,17-01-2025,active,TRUE
T89743247816,15311,12.99,20-01-2025,Premium,21-03-2025,active,TRUE
T75852623965,15312,7.99,18-11-2024,Standard,18-12-2024,active,TRUE
T88968721342,15312,7.99,21-12-2024,Standard,20-01-2025,active,TRUE
T74297547098,15312,7.99,21-01-2025,Standard,20-02-2025,active,TRUE
T82475963615,15312,7.99,24-02-2025,Standard,26-03-2025,active,TRUE
T68537739457,15313,7.99,19-11-2024,Standard,19-12-2024,churned,FALSE
T56315332459,15314,12.99,19-11-2024,Premium,18-01-2025,active,TRUE
T91680101909,15314,12.99,21-01-2025,Premium,22-03-2025,active,TRUE
T61227399207,15315,7.99,19-11-2024,Standard,19-12-2024,active,TRUE
T99227504400,15315,-5.99,20-12-2024,Standard,19-01-2025,churned,FALSE
T73304936798,15316,12.99,19-11-2024,Premium,18-01-2025,active,TRUE
T74363602007,15316,7.99,21-01-2025,Standard,20-02-2025,active,TRUE
T64242441545,15316,7.99,21-02-2025,Standard,23-03-2025,active,TRUE
T85488766163,15317,4.99,19-11-2024,Student Plan,19-12-2024,churned,FALSE
T57254390325,15318,7.99,19-11-2024,Standard,19-12-2024,active,TRUE
T82805567116,15318,7.99,21-12-2024,Standard,20-01-2025,churned,FALSE
T70910744710,15319,12.99,19-11-2024,Premium,18-01-2025,active,TRUE
T68968791515,15319,12.99,23-01-2025,Premium,24-03-2025,active,TRUE
T54451522904,15320,12.99,19-11-2024,Premium,18-01-2025,active,TRUE
T70461567337,15320,12.99,19-01-2025,Premium,20-03-2025,active,TRUE
T88808928857,15321,12.99,19-11-2024,Premium,18-01-2025,active,TRUE
T85073385679,15321,7.99,22-01-2025,Standard,21-02-2025,churned,FALSE
T73978434158,15322,12.99,19-11-2024,Premium,18-01-2025,active,TRUE
T69045541862,15322,12.99,19-01-2025,Premium,20-03-2025,active,TRUE
T53140109078,15323,7.99,19-11-2024,Standard,19-12-2024,active,TRUE
T62203689765,15323,4.99,24-12-2024,Student Plan,23-01-2025,active,TRUE
T61404251215,15323,4.99,28-01-2025,Student Plan,27-02-2025,active,TRUE
T71221970174,15323,4.99,04-03-2025,Student Plan,03-04-2025,active,TRUE
T93015960056,15324,4.99,19-11-2024,Student Plan,19-12-2024,churned,FALSE
T50175919684,15325,12.99,19-11-2024,Premium,18-01-2025,active,TRUE
T77579661181,15325,7.99,21-01-2025,Standard,20-02-2025,active,TRUE
T81519275981,15325,-5.99,21-02-2025,Standard,23-03-2025,active,TRUE
T80530289743,15326,7.99,19-11-2024,Standard,19-12-2024,active,TRUE
T59142153444,15326,12.99,22-12-2024,Premium,20-02-2025,active,TRUE
T71021053403,15326,-5.99,22-02-2025,Premium,23-04-2025,active,TRUE
T81178100474,15327,7.99,20-11-2024,Standard,20-12-2024,active,TRUE
T65110461737,15327,7.99,25-12-2024,Standard,24-01-2025,active,TRUE
T90846204094,15327,7.99,26-01-2025,Standard,25-02-2025,churned,FALSE
T65677668863,15328,4.99,20-11-2024,Student Plan,20-12-2024,active,TRUE
T63131074175,15328,4.99,24-12-2024,Student Plan,23-01-2025,active,TRUE
T84536675881,15328,4.99,25-01-2025,Student Plan,24-02-2025,churned,FALSE
T75138141814,15329,12.99,20-11-2024,Premium,19-01-2025,churned,FALSE
T91779875121,15330,4.99,20-11-2024,Student Plan,20-12-2024,active,TRUE
T81857470848,15330,4.99,22-12-2024,Student Plan,21-01-2025,active,TRUE
T85212303626,15330,7.99,26-01-2025,Standard,25-02-2025,active,TRUE
T70170068760,15330,7.99,26-02-2025,Standard,28-03-2025,active,TRUE
T58657696398,15331,7.99,20-11-2024,Standard,20-12-2024,active,TRUE
T83960647942,15331,7.99,23-12-2024,Standard,22-01-2025,active,TRUE
T97887130361,15331,12.99,27-01-2025,Premium,28-03-2025,active,TRUE
T67017784038,15332,4.99,20-11-2024,Student Plan,20-12-2024,active,TRUE
T82800061837,15332,12.99,25-12-2024,Premium,23-02-2025,active,TRUE
T59757710426,15332,12.99,26-02-2025,Premium,27-04-2025,active,TRUE
T96121126002,15333,2.8998217,20-11-2024,Premium,19-01-2025,churned,FALSE
T97987149182,15334,12.99,20-11-2024,Premium,19-01-2025,active,TRUE
T61333705489,15334,12.99,24-01-2025,Premium,25-03-2025,active,TRUE
T64645713285,15335,4.99,20-11-2024,Student Plan,20-12-2024,active,TRUE
T51247311991,15335,4.99,25-12-2024,Student Plan,24-01-2025,active,TRUE
T82543643713,15335,12.99,29-01-2025,Premium,30-03-2025,active,TRUE
T72472631029,15336,4.99,20-11-2024,Student Plan,20-12-2024,active,TRUE
T90142879079,15336,4.99,22-12-2024,Student Plan,21-01-2025,active,TRUE
T51421401253,15336,7.99,25-01-2025,Standard,24-02-2025,active,TRUE
T87197299173,15336,7.99,27-02-2025,Standard,29-03-2025,churned,FALSE
T98580218171,15337,4.99,20-11-2024,Student Plan,20-12-2024,active,TRUE
T82752217988,15337,4.99,23-12-2024,Student Plan,22-01-2025,churned,FALSE
T68858872025,15338,7.99,20-11-2024,Standard,20-12-2024,active,TRUE
T79118894868,15338,7.99,25-12-2024,Standard,24-01-2025,active,TRUE
T87238988075,15338,12.99,27-01-2025,Premium,28-03-2025,active,TRUE
T78175865165,15339,4.99,20-11-2024,Student Plan,20-12-2024,active,TRUE
T54843056133,15339,4.99,24-12-2024,Student Plan,23-01-2025,active,TRUE
T98182338647,15339,4.99,24-01-2025,Student Plan,23-02-2025,active,TRUE
T71673730314,15339,4.99,27-02-2025,Student Plan,29-03-2025,active,TRUE
T84289057670,15340,4.99,20-11-2024,Student Plan,20-12-2024,active,TRUE
T54201807204,15340,12.99,21-12-2024,Premium,19-02-2025,active,TRUE
T86701934154,15340,12.99,20-02-2025,Premium,21-04-2025,active,TRUE
T89526899868,15341,12.99,20-11-2024,Premium,19-01-2025,active,TRUE
T78288867470,15341,12.99,20-01-2025,Premium,21-03-2025,active,TRUE
T51876421755,15342,7.99,20-11-2024,Standard,20-12-2024,active,TRUE
T90418805146,15342,4.99,24-12-2024,Student Plan,23-01-2025,active,TRUE
T88586840108,15342,4.99,26-01-2025,Student Plan,25-02-2025,active,TRUE
T94724293268,15342,7.99,01-03-2025,Standard,31-03-2025,active,TRUE
T68827492653,15343,12.99,20-11-2024,Premium,19-01-2025,churned,FALSE
T91691442500,15344,12.99,20-11-2024,Premium,19-01-2025,active,TRUE
T72457958681,15344,12.99,21-01-2025,Premium,22-03-2025,active,TRUE
T58067661403,15345,7.99,21-11-2024,Standard,21-12-2024,active,TRUE
T82636376255,15345,7.99,23-12-2024,Standard,22-01-2025,active,TRUE
T50900020347,15345,7.99,25-01-2025,Standard,24-02-2025,churned,FALSE
T71313924217,15346,4.99,21-11-2024,Student Plan,21-12-2024,active,TRUE
T63454425209,15346,4.99,26-12-2024,Student Plan,25-01-2025,active,TRUE
T51247606596,15346,4.99,26-01-2025,Student Plan,25-02-2025,active,TRUE
T62501465093,15346,4.99,26-02-2025,Student Plan,28-03-2025,active,TRUE
T98291777141,15347,12.99,21-11-2024,Premium,20-01-2025,active,TRUE
T88313114699,15347,7.99,25-01-2025,Standard,24-02-2025,active,TRUE
T63305925527,15347,7.99,01-03-2025,Standard,31-03-2025,active,TRUE
T65616065621,15348,7.99,21-11-2024,Standard,21-12-2024,active,TRUE
T81378377346,15348,7.99,26-12-2024,Standard,25-01-2025,active,TRUE
T75890532230,15348,7.99,28-01-2025,Standard,27-02-2025,active,TRUE
T51802199197,15348,4.99,03-03-2025,Student Plan,02-04-2025,active,TRUE
T99845069096,15349,7.99,21-11-2024,Standard,21-12-2024,active,TRUE
T88435477620,15349,7.99,23-12-2024,Standard,22-01-2025,active,TRUE
T67296478848,15349,7.99,26-01-2025,Standard,25-02-2025,active,TRUE
T96374959786,15349,7.99,01-03-2025,Standard,31-03-2025,active,TRUE
T51246105065,15350,7.99,21-11-2024,Standard,21-12-2024,churned,FALSE
T72430544731,15351,4.99,21-11-2024,Student Plan,21-12-2024,active,TRUE
T78861419761,15351,7.99,23-12-2024,Standard,22-01-2025,active,TRUE
T76987563725,15351,7.99,23-01-2025,Standard,22-02-2025,active,TRUE
T73963600467,15351,7.99,25-02-2025,Standard,27-03-2025,active,TRUE
T74410730783,15352,7.99,21-11-2024,Standard,21-12-2024,active,TRUE
T93965044116,15352,7.99,22-12-2024,Standard,21-01-2025,active,TRUE
T68662425432,15352,12.99,22-01-2025,Premium,23-03-2025,active,TRUE
T64265587557,15353,12.99,21-11-2024,Premium,20-01-2025,active,TRUE
T68140984244,15353,12.99,25-01-2025,Premium,26-03-2025,active,TRUE
T90620606779,15354,7.99,21-11-2024,Standard,21-12-2024,active,TRUE
T80320763762,15354,7.99,25-12-2024,Standard,24-01-2025,active,TRUE
T62735591218,15354,7.99,27-01-2025,Standard,26-02-2025,active,TRUE
T56239942123,15354,7.99,01-03-2025,Standard,31-03-2025,churned,FALSE
T78601850200,15355,12.99,21-11-2024,Premium,20-01-2025,active,TRUE
T60082476915,15355,12.99,25-01-2025,Premium,26-03-2025,active,TRUE
T62447309229,15356,4.99,21-11-2024,Student Plan,21-12-2024,active,TRUE
T98164805510,15356,4.99,26-12-2024,Student Plan,25-01-2025,active,TRUE
T75221418046,15356,4.99,27-01-2025,Student Plan,26-02-2025,active,TRUE
T88316851031,15356,4.99,27-02-2025,Student Plan,29-03-2025,active,TRUE
T80252813806,15357,4.99,21-11-2024,Student Plan,21-12-2024,churned,FALSE
T78635090601,15358,12.99,21-11-2024,Premium,20-01-2025,active,TRUE
T66812544154,15358,12.99,24-01-2025,Premium,25-03-2025,churned,FALSE
T99634471308,15359,12.99,21-11-2024,Premium,20-01-2025,churned,FALSE
T90658387948,15360,7.99,21-11-2024,Standard,21-12-2024,active,TRUE
T67851891506,15360,7.99,25-12-2024,Standard,24-01-2025,active,TRUE
T61624438853,15360,7.99,29-01-2025,Standard,28-02-2025,active,TRUE
T53966561721,15360,7.99,03-03-2025,Standard,02-04-2025,active,TRUE
T73355204685,15361,12.99,21-11-2024,Premium,20-01-2025,active,TRUE
T90502394952,15361,12.99,21-01-2025,Premium,22-03-2025,active,TRUE
T65737323079,15362,12.99,21-11-2024,Premium,20-01-2025,active,TRUE
T92608060563,15362,12.99,24-01-2025,Premium,25-03-2025,active,TRUE
T86344913231,15363,12.99,21-11-2024,Premium,20-01-2025,active,TRUE
T98336839817,15363,12.99,22-01-2025,Premium,23-03-2025,active,TRUE
T83543830513,15364,4.99,21-11-2024,Student Plan,21-12-2024,churned,FALSE
T86414722357,15365,7.99,22-11-2024,Standard,22-12-2024,active,TRUE
T96069618721,15365,12.99,27-12-2024,Premium,25-02-2025,churned,FALSE
T74089398345,15366,7.99,22-11-2024,Standard,22-12-2024,churned,FALSE
T91850495773,15367,4.99,22-11-2024,Student Plan,22-12-2024,churned,FALSE
T88145169136,15368,4.99,22-11-2024,Student Plan,22-12-2024,active,TRUE
T95547696647,15368,4.99,26-12-2024,Student Plan,25-01-2025,active,TRUE
T83641593604,15368,4.99,30-01-2025,Student Plan,01-03-2025,active,TRUE
T93143742978,15368,4.99,05-03-2025,Student Plan,04-04-2025,active,TRUE
T57406888854,15369,4.99,22-11-2024,Student Plan,22-12-2024,active,TRUE
T99066142421,15369,4.99,24-12-2024,Student Plan,23-01-2025,active,TRUE
T85293875091,15369,4.99,25-01-2025,Student Plan,24-02-2025,churned,FALSE
T97868665776,15370,12.99,22-11-2024,Premium,21-01-2025,active,TRUE
T85915492757,15370,12.99,25-01-2025,Premium,26-03-2025,active,TRUE
T69503889493,15371,12.99,22-11-2024,Premium,21-01-2025,churned,FALSE
T87385131632,15372,4.99,22-11-2024,Student Plan,22-12-2024,active,TRUE
T73375530350,15372,7.99,23-12-2024,Standard,22-01-2025,active,TRUE
T51430239412,15372,7.99,25-01-2025,Standard,24-02-2025,active,TRUE
T83388728403,15372,12.99,27-02-2025,Premium,28-04-2025,active,TRUE
T88930319356,15373,4.99,22-11-2024,Student Plan,22-12-2024,active,TRUE
T61300590902,15373,7.99,25-12-2024,Standard,24-01-2025,active,TRUE
T51678278135,15373,4.99,26-01-2025,Student Plan,25-02-2025,active,TRUE
T66596467500,15373,4.99,01-03-2025,Student Plan,31-03-2025,churned,FALSE
T93389163137,15374,4.99,22-11-2024,Student Plan,22-12-2024,churned,FALSE
T61296087042,15375,7.99,22-11-2024,Standard,22-12-2024,active,TRUE
T90475742596,15375,7.99,24-12-2024,Standard,23-01-2025,active,TRUE
T59163423670,15375,7.99,25-01-2025,Standard,24-02-2025,active,TRUE
T65386186001,15375,7.99,25-02-2025,Standard,27-03-2025,active,TRUE
T78354026497,15376,7.99,22-11-2024,Standard,22-12-2024,active,TRUE
T52369990930,15376,7.99,25-12-2024,Standard,24-01-2025,active,TRUE
T84822339362,15376,7.99,29-01-2025,Standard,28-02-2025,active,TRUE
T65407249876,15376,7.99,03-03-2025,Standard,02-04-2025,active,TRUE
T95960723930,15377,12.99,22-11-2024,Premium,21-01-2025,churned,FALSE
T55194907248,15378,12.99,23-11-2024,Premium,22-01-2025,active,TRUE
T67469868582,15378,7.99,26-01-2025,Standard,25-02-2025,active,TRUE
T69369827192,15378,7.99,27-02-2025,Standard,29-03-2025,active,TRUE
T56404202771,15379,12.99,23-11-2024,Premium,22-01-2025,active,TRUE
T86639760831,15379,12.99,25-01-2025,Premium,26-03-2025,active,TRUE
T83595197824,15380,12.99,23-11-2024,Premium,22-01-2025,active,TRUE
T91174067140,15380,12.99,27-01-2025,Premium,28-03-2025,active,TRUE
T76227244789,15381,4.99,23-11-2024,Student Plan,23-12-2024,active,TRUE
T83848067188,15381,4.99,27-12-2024,Student Plan,26-01-2025,churned,FALSE
T95037964741,15382,7.99,23-11-2024,Standard,23-12-2024,active,TRUE
T92132956528,15382,12.99,24-12-2024,Premium,22-02-2025,active,TRUE
T78302428836,15382,7.99,26-02-2025,Standard,28-03-2025,active,TRUE
T95495443309,15383,12.99,23-11-2024,Premium,22-01-2025,active,TRUE
T84064350930,15383,12.99,25-01-2025,Premium,26-03-2025,active,TRUE
T84146971600,15384,12.99,23-11-2024,Premium,22-01-2025,active,TRUE
T81734698861,15384,12.99,27-01-2025,Premium,28-03-2025,active,TRUE
T63288416668,15385,4.99,23-11-2024,Student Plan,23-12-2024,churned,FALSE
T65162567122,15386,7.99,23-11-2024,Standard,23-12-2024,churned,FALSE
T79831051271,15387,7.99,23-11-2024,Standard,23-12-2024,active,TRUE
T69313190832,15387,7.99,26-12-2024,Standard,25-01-2025,active,TRUE
T87999505643,15387,7.99,28-01-2025,Standard,27-02-2025,active,TRUE
T62202077822,15387,7.99,01-03-2025,Standard,31-03-2025,churned,FALSE
T69043717610,15388,12.99,23-11-2024,Premium,22-01-2025,churned,FALSE
T77870913553,15389,7.99,23-11-2024,Standard,23-12-2024,active,TRUE
T89890390908,15389,12.99,26-12-2024,Premium,24-02-2025,active,TRUE
T61354003363,15389,12.99,25-02-2025,Premium,26-04-2025,active,TRUE
T56795403881,15390,7.99,23-11-2024,Standard,23-12-2024,active,TRUE
T95159610859,15390,7.99,27-12-2024,Standard,26-01-2025,churned,FALSE
T51621256505,15391,4.99,23-11-2024,Student Plan,23-12-2024,active,TRUE
T55389306090,15391,4.99,26-12-2024,Student Plan,25-01-2025,active,TRUE
T64649429692,15391,7.99,29-01-2025,Standard,28-02-2025,active,TRUE
T76946217643,15391,7.99,03-03-2025,Standard,02-04-2025,active,TRUE
T78594488716,15392,7.99,23-11-2024,Standard,23-12-2024,churned,FALSE
T93891374773,15393,7.99,23-11-2024,Standard,23-12-2024,active,TRUE
T75995914156,15393,12.99,28-12-2024,Premium,26-02-2025,active,TRUE
T81790421731,15393,12.99,01-03-2025,Premium,30-04-2025,churned,FALSE
T90674078747,15394,12.99,23-11-2024,Premium,22-01-2025,active,TRUE
T61073913881,15394,7.99,27-01-2025,Standard,26-02-2025,churned,FALSE
T96736746199,15395,12.99,23-11-2024,Premium,22-01-2025,active,TRUE
T67035796474,15395,7.99,26-01-2025,Standard,25-02-2025,active,TRUE
T61749632741,15395,7.99,28-02-2025,Standard,30-03-2025,churned,FALSE
T80533225268,15396,12.99,23-11-2024,Premium,22-01-2025,active,TRUE
T84824120365,15396,12.99,27-01-2025,Premium,28-03-2025,active,TRUE
T68774607172,15397,7.99,23-11-2024,Standard,23-12-2024,active,TRUE
T52881635044,15397,7.99,24-12-2024,Standard,23-01-2025,active,TRUE
T69960186680,15397,7.99,28-01-2025,Standard,27-02-2025,active,TRUE
T67277704962,15397,7.99,02-03-2025,Standard,01-04-2025,active,TRUE
T85124550053,15398,12.99,23-11-2024,Premium,22-01-2025,active,TRUE
T55724011672,15398,12.99,26-01-2025,Premium,27-03-2025,active,TRUE
T93869430977,15399,12.99,24-11-2024,Premium,23-01-2025,churned,FALSE
T69401049260,15400,4.99,24-11-2024,Student Plan,24-12-2024,churned,FALSE
T84862001778,15401,4.99,24-11-2024,Student Plan,24-12-2024,active,TRUE
T53773089808,15401,4.99,29-12-2024,Student Plan,28-01-2025,churned,FALSE
T58378118868,15402,7.99,24-11-2024,Standard,24-12-2024,churned,FALSE
T98016052162,15403,12.99,24-11-2024,Premium,23-01-2025,active,TRUE
T60064661470,15403,12.99,25-01-2025,Premium,26-03-2025,active,TRUE
T82556650429,15404,4.99,24-11-2024,Student Plan,24-12-2024,active,TRUE
T91454105821,15404,4.99,25-12-2024,Student Plan,24-01-2025,active,TRUE
T71176984689,15404,4.99,25-01-2025,Student Plan,24-02-2025,churned,FALSE
T95136763242,15405,12.99,24-11-2024,Premium,23-01-2025,active,TRUE
T99381403318,15405,12.99,26-01-2025,Premium,27-03-2025,active,TRUE
T51040174758,15406,7.99,24-11-2024,Standard,24-12-2024,active,TRUE
T59655983830,15406,7.99,27-12-2024,Standard,26-01-2025,active,TRUE
T91387205442,15406,7.99,29-01-2025,Standard,28-02-2025,churned,FALSE
T56529557974,15407,7.99,24-11-2024,Standard,24-12-2024,active,TRUE
T55108918442,15407,7.99,26-12-2024,Standard,25-01-2025,active,TRUE
T51374363693,15407,7.99,30-01-2025,Standard,01-03-2025,active,TRUE
T51277873523,15407,7.99,06-03-2025,Standard,05-04-2025,active,TRUE
T89251338476,15408,4.99,24-11-2024,Student Plan,24-12-2024,active,TRUE
T68037394288,15408,12.99,29-12-2024,Premium,27-02-2025,active,TRUE
T61717717547,15408,12.99,03-03-2025,Premium,02-05-2025,active,TRUE
T92208225658,15409,4.99,24-11-2024,Student Plan,24-12-2024,active,TRUE
T98339435584,15409,4.99,26-12-2024,Student Plan,25-01-2025,active,TRUE
T76038045715,15409,4.99,28-01-2025,Student Plan,27-02-2025,active,TRUE
T81576331102,15409,12.99,28-02-2025,Premium,29-04-2025,active,TRUE
T60105958063,15410,7.99,24-11-2024,Standard,24-12-2024,churned,FALSE
T69789471534,15411,4.99,24-11-2024,Student Plan,24-12-2024,active,TRUE
T83257596903,15411,4.99,25-12-2024,Student Plan,24-01-2025,active,TRUE
T87398896522,15411,4.99,26-01-2025,Student Plan,25-02-2025,churned,FALSE
T75413562226,15412,12.99,24-11-2024,Premium,23-01-2025,active,TRUE
T75718061833,15412,12.99,26-01-2025,Premium,27-03-2025,active,TRUE
T78800604494,15413,12.99,24-11-2024,Premium,23-01-2025,active,TRUE
T75690808771,15413,12.99,28-01-2025,Premium,29-03-2025,active,TRUE
T50835531952,15414,7.99,24-11-2024,Standard,24-12-2024,active,TRUE
T61884004560,15414,7.99,25-12-2024,Standard,24-01-2025,active,TRUE
T78340201378,15414,7.99,27-01-2025,Standard,26-02-2025,active,TRUE
T61531729932,15414,7.99,28-02-2025,Standard,30-03-2025,active,TRUE
T94208183942,15415,4.99,24-11-2024,Student Plan,24-12-2024,churned,FALSE
T52166597492,15416,4.99,24-11-2024,Student Plan,24-12-2024,active,TRUE
T98530549673,15416,12.99,27-12-2024,Premium,25-02-2025,active,TRUE
T52801169230,15416,4.99,26-02-2025,Student Plan,28-03-2025,active,TRUE
T74886143528,15417,4.99,24-11-2024,Student Plan,24-12-2024,active,TRUE
T86419831480,15417,4.99,27-12-2024,Student Plan,26-01-2025,active,TRUE
T76024619962,15417,4.99,28-01-2025,Student Plan,27-02-2025,churned,FALSE
T93842471178,15418,12.99,24-11-2024,Premium,23-01-2025,active,TRUE
T58850354261,15418,12.99,26-01-2025,Premium,27-03-2025,churned,FALSE
T55198831856,15419,4.99,24-11-2024,Student Plan,24-12-2024,churned,FALSE
T58977964742,15420,12.99,24-11-2024,Premium,23-01-2025,churned,FALSE
T91931145327,15421,4.99,24-11-2024,Student Plan,24-12-2024,active,TRUE
T71163920891,15421,4.99,26-12-2024,Student Plan,25-01-2025,active,TRUE
T71711546902,15421,4.99,26-01-2025,Student Plan,25-02-2025,churned,FALSE
T98136802696,15422,4.99,25-11-2024,Student Plan,25-12-2024,churned,FALSE
T80593148902,15423,4.99,25-11-2024,Student Plan,25-12-2024,active,TRUE
T90143322601,15423,4.99,27-12-2024,Student Plan,26-01-2025,active,TRUE
T71821718260,15423,4.99,30-01-2025,Student Plan,01-03-2025,active,TRUE
T61532787629,15423,3.141689,02-03-2025,Premium,01-05-2025,active,TRUE
T53523776699,15424,7.99,25-11-2024,Standard,25-12-2024,churned,FALSE
T89773761974,15425,12.99,25-11-2024,Premium,24-01-2025,active,TRUE
T51001262846,15425,12.99,26-01-2025,Premium,27-03-2025,active,TRUE
T53807477878,15426,7.99,25-11-2024,Standard,25-12-2024,active,TRUE
T69911874585,15426,7.99,28-12-2024,Standard,27-01-2025,active,TRUE
T84233890214,15426,7.99,30-01-2025,Standard,01-03-2025,active,TRUE
T76053901581,15426,7.99,05-03-2025,Standard,04-04-2025,active,TRUE
T95950416595,15427,12.99,25-11-2024,Premium,24-01-2025,active,TRUE
T77121198859,15427,12.99,26-01-2025,Premium,27-03-2025,active,TRUE
T68465917441,15428,4.99,25-11-2024,Student Plan,25-12-2024,churned,FALSE
T85850034890,15429,12.99,25-11-2024,Premium,24-01-2025,active,TRUE
T60113423699,15429,7.99,25-01-2025,Standard,24-02-2025,churned,FALSE
T88931052660,15430,12.99,25-11-2024,Premium,24-01-2025,active,TRUE
T51961064950,15430,12.99,28-01-2025,Premium,29-03-2025,active,TRUE
T50797539522,15431,7.99,25-11-2024,Standard,25-12-2024,active,TRUE
T83245983115,15431,7.99,26-12-2024,Standard,25-01-2025,active,TRUE
T83924836375,15431,7.99,29-01-2025,Standard,28-02-2025,active,TRUE
T53607966914,15431,7.99,04-03-2025,Standard,03-04-2025,active,TRUE
T93547479940,15432,12.99,25-11-2024,Premium,24-01-2025,active,TRUE
T65808437050,15432,12.99,27-01-2025,Premium,28-03-2025,active,TRUE
T95871405423,15433,12.99,25-11-2024,Premium,24-01-2025,active,TRUE
T53558432542,15433,12.99,26-01-2025,Premium,27-03-2025,active,TRUE
T98449995966,15434,4.99,25-11-2024,Student Plan,25-12-2024,churned,FALSE
T73494605001,15435,7.99,25-11-2024,Standard,25-12-2024,churned,FALSE
T92099588908,15436,7.99,25-11-2024,Standard,25-12-2024,churned,FALSE
T56616362663,15437,7.99,25-11-2024,Standard,25-12-2024,active,TRUE
T90237289022,15437,7.99,29-12-2024,Standard,28-01-2025,active,TRUE
T60779865270,15437,7.99,29-01-2025,Standard,28-02-2025,active,TRUE
T78897164422,15437,7.99,03-03-2025,Standard,02-04-2025,churned,FALSE
T69989284352,15438,4.99,25-11-2024,Student Plan,25-12-2024,active,TRUE
T84613437950,15438,4.99,27-12-2024,Student Plan,26-01-2025,active,TRUE
T86099258644,15438,4.99,28-01-2025,Student Plan,27-02-2025,active,TRUE
T85343555196,15438,12.99,04-03-2025,Premium,03-05-2025,active,TRUE
T60772062919,15439,12.99,25-11-2024,Premium,24-01-2025,active,TRUE
T71460996479,15439,12.99,28-01-2025,Premium,29-03-2025,active,TRUE
T68239185411,15440,4.99,25-11-2024,Student Plan,25-12-2024,active,TRUE
T95820399541,15440,4.99,26-12-2024,Student Plan,25-01-2025,active,TRUE
T83060164552,15440,4.99,29-01-2025,Student Plan,28-02-2025,active,TRUE
T81523799709,15440,12.99,03-03-2025,Premium,02-05-2025,active,TRUE
T58657220234,15441,12.99,25-11-2024,Premium,24-01-2025,active,TRUE
T54333003857,15441,7.99,27-01-2025,Standard,26-02-2025,active,TRUE
T51897028383,15441,7.99,03-03-2025,Standard,02-04-2025,active,TRUE
T72739878607,15442,4.99,25-11-2024,Student Plan,25-12-2024,churned,FALSE
T87694456842,15443,4.99,26-11-2024,Student Plan,26-12-2024,active,TRUE
T86988432056,15443,4.99,28-12-2024,Student Plan,27-01-2025,churned,FALSE
T61460612510,15444,7.99,26-11-2024,Standard,26-12-2024,active,TRUE
T52188386569,15444,7.99,29-12-2024,Standard,28-01-2025,active,TRUE
T86036417951,15444,7.99,31-01-2025,Standard,02-03-2025,active,TRUE
T75587542487,15444,7.99,03-03-2025,Standard,02-04-2025,active,TRUE
T64557262898,15445,4.99,26-11-2024,Student Plan,26-12-2024,active,TRUE
T69691261353,15445,4.99,27-12-2024,Student Plan,26-01-2025,active,TRUE
T76064618749,15445,12.99,30-01-2025,Premium,31-03-2025,active,TRUE
T70012161526,15446,12.99,26-11-2024,Premium,25-01-2025,active,TRUE
T67021331843,15446,12.99,29-01-2025,Premium,30-03-2025,active,TRUE
